fold,j,evr,method,split
1,1,0.023662383738859472,CCA,train
1,1,0.017896522150982055,CCA,test
1,1,0.06153571600310709,PCA,train
1,1,0.04656013599571141,PCA,test
1,2,0.03364177830788636,CCA,train
1,2,0.0254286487320645,CCA,test
1,2,0.10951665458886936,PCA,train
1,2,0.06346082163531878,PCA,test
1,3,0.04042777649091925,CCA,train
1,3,0.02837022648756899,CCA,test
1,3,0.14421459066707,PCA,train
1,3,0.08618698885793727,PCA,test
1,4,0.04970849374883057,CCA,train
1,4,0.02995201908318994,CCA,test
1,4,0.17375164173291177,PCA,train
1,4,0.10441079439653246,PCA,test
2,1,0.02404432675582715,CCA,train
2,1,0.01342018417625427,CCA,test
2,1,0.06053939151572169,PCA,train
2,1,0.05478983452523998,PCA,test
2,2,0.0351092873618945,CCA,train
2,2,0.0189234368183125,CCA,test
2,2,0.10717644307349253,PCA,train
2,2,0.08586660165910084,PCA,test
2,3,0.04133521909434678,CCA,train
2,3,0.023229490111090174,CCA,test
2,3,0.14173600440964945,PCA,train
2,3,0.11101718274507351,PCA,test
2,4,0.05084579340772641,CCA,train
2,4,0.028162689318818216,CCA,test
2,4,0.17079610513881924,PCA,train
2,4,0.13061406910104556,PCA,test
3,1,0.02309291953521086,CCA,train
3,1,0.02023807314767234,CCA,test
3,1,0.060259966353751956,PCA,train
3,1,0.06176573308262992,PCA,test
3,2,0.033470395141527234,CCA,train
3,2,0.024823306461981876,CCA,test
3,2,0.107055289940764,PCA,train
3,2,0.08869616619671437,PCA,test
3,3,0.03975502443008034,CCA,train
3,3,0.028475963449335763,CCA,test
3,3,0.14145528605092533,PCA,train
3,3,0.11555293701948226,PCA,test
3,4,0.049009563208325134,CCA,train
3,4,0.03469758663657799,CCA,test
3,4,0.16931070034962298,PCA,train
3,4,0.14354035165132964,PCA,test
4,1,0.023219573080813675,CCA,train
4,1,0.016694868424984823,CCA,test
4,1,0.06186173908130478,PCA,train
4,1,0.042183295019291106,PCA,test
4,2,0.03358749972577854,CCA,train
4,2,0.022424977116457842,CCA,test
4,2,0.10769215412967663,PCA,train
4,2,0.07947255840949546,PCA,test
4,3,0.04016099974176563,CCA,train
4,3,0.02641156831044546,CCA,test
4,3,0.14201056118493258,PCA,train
4,3,0.10284589249421894,PCA,test
4,4,0.04910474878760213,CCA,train
4,4,0.028742475822694548,CCA,test
4,4,0.17175248902688073,PCA,train
4,4,0.11951752265835484,PCA,test
5,1,0.02598180957565313,CCA,train
5,1,0.028133897739693804,CCA,test
5,1,0.06116956337897444,PCA,train
5,1,0.051090730951510205,PCA,test
5,2,0.036501019194229704,CCA,train
5,2,0.031892215528787966,CCA,test
5,2,0.10733570127665479,PCA,train
5,2,0.08883462425639588,PCA,test
5,3,0.04325542232865512,CCA,train
5,3,0.03442960808880763,CCA,test
5,3,0.14257320037852655,PCA,train
5,3,0.10508471970038792,PCA,test
5,4,0.05300677821522457,CCA,train
5,4,0.04110105119658964,CCA,test
5,4,0.17304196578964826,PCA,train
5,4,0.11145084437353231,PCA,test
6,1,0.0243845157046501,CCA,train
6,1,0.017739418505442712,CCA,test
6,1,0.060546944636578795,PCA,train
6,1,0.04897667318187325,PCA,test
6,2,0.03463730584852552,CCA,train
6,2,0.02301313708688664,CCA,test
6,2,0.1059459064731789,PCA,train
6,2,0.09119780309001022,PCA,test
6,3,0.040658078780300116,CCA,train
6,3,0.025926817356377162,CCA,test
6,3,0.14132596654957771,PCA,train
6,3,0.10755171357032559,PCA,test
6,4,0.05011786963221337,CCA,train
6,4,0.02979769785003053,CCA,test
6,4,0.17195852342471568,PCA,train
6,4,0.1175948105453064,PCA,test
7,1,0.02258896334437504,CCA,train
7,1,0.02204966221328904,CCA,test
7,1,0.062016361404501084,PCA,train
7,1,0.037464874690268074,PCA,test
7,2,0.03292561747918689,CCA,train
7,2,0.025956102637359462,CCA,test
7,2,0.10888999688079536,PCA,train
7,2,0.06690520158754186,PCA,test
7,3,0.03953009147926326,CCA,train
7,3,0.0277479080491256,CCA,test
7,3,0.14246494448930347,PCA,train
7,3,0.0976348937517159,PCA,test
7,4,0.048931423623683745,CCA,train
7,4,0.03114802264460328,CCA,test
7,4,0.17093824089343396,PCA,train
7,4,0.12021250916544698,PCA,test
8,1,0.022959866894119513,CCA,train
8,1,0.01891771473166296,CCA,test
8,1,0.06163402591082917,PCA,train
8,1,0.04380592147805418,PCA,test
8,2,0.03348037904349574,CCA,train
8,2,0.023329287278062404,CCA,test
8,2,0.10865012169210193,PCA,train
8,2,0.0693440468894486,PCA,test
8,3,0.03990720868604383,CCA,train
8,3,0.026472083579987225,CCA,test
8,3,0.14355419472261252,PCA,train
8,3,0.08892124703434036,PCA,test
8,4,0.048890792234156766,CCA,train
8,4,0.030051124670869844,CCA,test
8,4,0.1730255367724268,PCA,train
8,4,0.10604258521342402,PCA,test
9,1,0.024436894602107958,CCA,train
9,1,0.00954265927269579,CCA,test
9,1,0.06265765269025117,PCA,train
9,1,0.028644809192331686,PCA,test
9,2,0.03495449471902856,CCA,train
9,2,0.014325701235534706,CCA,test
9,2,0.10830631457754368,PCA,train
9,2,0.07295500440665986,PCA,test
9,3,0.041384894849666364,CCA,train
9,3,0.019786610589189946,CCA,test
9,3,0.14285291446297158,PCA,train
9,3,0.09655398895659237,PCA,test
9,4,0.05029224199523937,CCA,train
9,4,0.028628487953121323,CCA,test
9,4,0.17255800380052866,PCA,train
9,4,0.10634547130435132,PCA,test
10,1,0.023392716265401455,CCA,train
10,1,0.018043097315826314,CCA,test
10,1,0.06112245906684652,PCA,train
10,1,0.051736620158302875,PCA,test
10,2,0.034031112750845735,CCA,train
10,2,0.02215166979344472,CCA,test
10,2,0.10691921679356732,PCA,train
10,2,0.09253527444899279,PCA,test
10,3,0.04072833651263103,CCA,train
10,3,0.02480268880585665,CCA,test
10,3,0.14189028937509188,PCA,train
10,3,0.11020748050619344,PCA,test
10,4,0.04971153805689819,CCA,train
10,4,0.030342231721430624,CCA,test
10,4,0.17169562911272532,PCA,train
10,4,0.12345852591525605,PCA,test
11,1,0.023810060493037796,CCA,train
11,1,0.02364755126842268,CCA,test
11,1,0.06118906765584938,PCA,train
11,1,0.05015572170260686,PCA,test
11,2,0.0342796320119872,CCA,train
11,2,0.030545798845334683,CCA,test
11,2,0.10792579557131873,PCA,train
11,2,0.07988486982768782,PCA,test
11,3,0.040545062357754104,CCA,train
