fold,j,evr,method,split
6,2,0.18070781771853864,CCA,test
6,2,0.3953621647457293,PCA,train
6,2,0.19178947614060782,PCA,test
6,3,0.29805468724394607,CCA,train
6,3,0.28377659835794544,CCA,test
6,3,0.459040619053631,PCA,train
6,3,0.25611830138456554,PCA,test
7,1,0.2150700258982454,CCA,train
7,1,0.40450855804635916,CCA,test
7,1,0.24341582113955415,PCA,train
7,1,0.31684049007301623,PCA,test
7,2,0.23912305882971363,CCA,train
7,2,0.41305390864517255,CCA,test
7,2,0.3824164665293513,PCA,train
7,2,0.47013910628254696,PCA,test
7,3,0.29289831573475744,CCA,train
7,3,0.43072258691416465,CCA,test
7,3,0.4487936057239049,PCA,train
7,3,0.4962126592429549,PCA,test
8,1,0.22801644984343603,CCA,train
8,1,0.1331042795761675,CCA,test
8,1,0.25335984595649835,PCA,train
8,1,0.1929060419432819,PCA,test
8,2,0.25066193915633667,CCA,train
8,2,0.16711780310515423,CCA,test
8,2,0.39336422849570374,PCA,train
8,2,0.3135917063522695,PCA,test
8,3,0.30177643159890283,CCA,train
8,3,0.22905529083494475,CCA,test
8,3,0.4576550130322684,PCA,train
8,3,0.3597752844716585,PCA,test
9,1,0.2191386526819769,CCA,train
9,1,0.2407022372554016,CCA,test
9,1,0.24627334255839914,PCA,train
9,1,0.26013439328963406,PCA,test
9,2,0.25037066093941623,CCA,train
9,2,0.25911601142530694,CCA,test
9,2,0.3673485751336285,PCA,train
9,2,0.48922305387644127,PCA,test
9,3,0.31213441486207205,CCA,train
9,3,0.386855625741967,CCA,test
9,3,0.4350001614447182,PCA,train
9,3,0.5173785238213165,PCA,test
10,1,0.22236490235787626,CCA,train
10,1,0.24554627965035697,CCA,test
10,1,0.24928992622485122,PCA,train
10,1,0.24511251574061815,PCA,test
10,2,0.2475726142208224,CCA,train
10,2,0.27320552565396455,CCA,test
10,2,0.39061488831376123,PCA,train
10,2,0.33409794902736856,PCA,test
10,3,0.2924613154832164,CCA,train
10,3,0.3857985131524256,CCA,test
10,3,0.4528713541148979,PCA,train
10,3,0.4232827391901372,PCA,test
11,1,0.22284491616634686,CCA,train
11,1,0.2038249367744095,CCA,test
11,1,0.24956903445910378,PCA,train
11,1,0.24703450547036,PCA,test
11,2,0.24841133317804667,CCA,train
11,2,0.22558136987041286,CCA,test
11,2,0.3890065498030151,PCA,train
11,2,0.3684952729346762,PCA,test
11,3,0.29953195639139957,CCA,train
11,3,0.24917965185227048,CCA,test
11,3,0.45291473895401707,PCA,train
11,3,0.4226758698304516,PCA,test
12,1,0.21531181557155085,CCA,train
12,1,0.30417485785546083,CCA,test
12,1,0.24703145059934578,PCA,train
12,1,0.27914013920143965,PCA,test
12,2,0.239982215715358,CCA,train
12,2,0.3092098226229637,CCA,test
12,2,0.38867376211019466,PCA,train
12,2,0.3744732525962077,PCA,test
12,3,0.2919866171383863,CCA,train
12,3,0.3713913204699111,CCA,test
12,3,0.45373853396183983,PCA,train
12,3,0.4131794264275905,PCA,test
13,1,0.21871984249263138,CCA,train
13,1,0.29243796921298404,CCA,test
13,1,0.24852172499659236,PCA,train
13,1,0.3211089520976834,PCA,test
13,2,0.23799621328598397,CCA,train
13,2,0.3072277705745002,CCA,test
13,2,0.38947532549631037,PCA,train
13,2,0.3368640854956623,PCA,test
13,3,0.2870092615551919,CCA,train
13,3,0.407416663188593,CCA,test
13,3,0.45305721749316663,PCA,train
13,3,0.4124263457232582,PCA,test
14,1,0.22530579744211007,CCA,train
14,1,0.1958124421536726,CCA,test
14,1,0.2551498761066995,PCA,train
14,1,0.17438789683162514,PCA,test
14,2,0.24494519563429337,CCA,train
14,2,0.20098124136188533,CCA,test
14,2,0.40014283565924774,PCA,train
14,2,0.23511785378426595,PCA,test
14,3,0.2885861613758332,CCA,train
14,3,0.26943312170012784,CCA,test
14,3,0.4607734442929973,PCA,train
14,3,0.31441048786428066,PCA,test
15,1,0.22739135979179134,CCA,train
15,1,0.1367334738100716,CCA,test
15,1,0.2560990618225768,PCA,train
15,1,0.1658645652391583,PCA,test
15,2,0.2503231394145843,CCA,train
15,2,0.15533160649559602,CCA,test
15,2,0.37149407814453267,PCA,train
15,2,0.44543923754840004,PCA,test
15,3,0.30319228053541275,CCA,train
15,3,0.17467842953225246,CCA,test
15,3,0.440878630780786,PCA,train
15,3,0.4630533529836828,PCA,test
