canonical_direction,fold,lambda
3,1,0.20933894773210165
3,2,0.2245265511891512
3,3,0.16663618499657432
3,4,0.21908019466533957
3,5,0.22161024356218798
3,6,0.1812526860050303
3,7,0.26106822704530425
3,8,0.21377553558119575
3,9,0.18562768221655834
3,10,0.20537199467665926
3,11,0.20664987228639925
3,12,0.22811277917066752
3,13,0.2152011653978104
3,14,0.21148179618545285
3,15,0.18519881686842188
