canonical_direction,fold,lambda
1,1,0.7542447285131142
1,2,0.7355859371716641
1,3,0.7372267242576966
1,4,0.7431816874002515
1,5,0.78021333863962
1,6,0.7474653034666372
1,7,0.7329417985860612
1,8,0.7320539054033037
1,9,0.7540044917193784
1,10,0.7416205470890612
1,11,0.7557194464916644
1,12,0.7470561021155461
1,13,0.738798622809794
1,14,0.7544691076581452
1,15,0.76448623730754806
