canonical_direction,fold,lambda
2,1,0.3598573337271617
2,2,0.37706230519226436
2,3,0.35846409970675386
2,4,0.521603935253297
2,5,0.4328505149387098
2,6,0.3665534054596861
2,7,0.38707287129885753
2,8,0.3822210331677022
2,9,0.5440924686582118
2,10,0.5437608515574359
2,11,0.40495216081322793
2,12,0.517846051542355
2,13,0.4682402659381204
2,14,0.4263650874809812
2,15,0.4356934212120027
