canonical_direction,fold,lambda
4,1,0.5612964366495504
4,2,0.5831345879761302
4,3,0.5744915331304348
4,4,0.4177782144817219
4,5,0.5148601586244114
4,6,0.5175833206625361
4,7,0.5583400481014809
4,8,0.5564343986648457
4,9,0.4034516049280433
4,10,0.3746991840726923
4,11,0.5578187411564343
4,12,0.4184385103273203
4,13,0.5284309639219114
4,14,0.5216321499426039
4,15,0.5164723435971188
