"canonical_direction","fold","train","test"
1,1,0.999113193026377,0.948256781697422
2,1,0.998607592863983,0.927405669432122
4,1,0.993727811992986,0.953273179938921
3,1,0.991016894313714,0.818833729442299
5,1,0.991911903896682,0.807515495787425
6,1,0.986777573723576,0.391011379717768
1,2,0.998724608757692,0.987730164086901
2,2,0.998733477323909,0.743450165766565
4,2,0.993441069140996,0.81104063381918
3,2,0.991164333334191,0.777518769827534
5,2,0.991269276237176,0.608814997366487
6,2,0.987908146189593,0.0640487215630266
1,3,0.998766151803361,0.92474776459899
2,3,0.99841061301021,0.961324126782005
4,3,0.996210287790726,0.532887693964242
3,3,0.993220094248093,0.854633303837149
5,3,0.991420484679576,0.911022734754175
6,3,0.988779344743874,0.346485914295539
1,4,0.99880700074858,0.973950476518016
2,4,0.99842698047806,0.94053991906797
4,4,0.993293496972792,-0.576542463341732
3,4,0.991036650338945,0.816483531931872
5,4,0.991288763659623,0.588740550600518
6,4,0.986358920456325,0.778835428646134
1,5,0.998693833218712,0.992797050336588
2,5,0.998614889128463,0.780055340879792
4,5,0.992632324891492,0.903070821761969
3,5,0.992152650536788,0.79599965872393
5,5,0.990232234033834,0.892257450614099
6,5,0.987618299260779,0.557579399372632
1,6,0.999308428644126,0.947931941757502
2,6,0.998392385329432,0.990619097210403
4,6,0.992912904695403,0.963569616265225
3,6,0.991421821565924,0.835684592170395
5,6,0.991129549388177,0.629409724902039
6,6,0.986941403565715,0.671760660400842
1,7,0.998749026204782,0.915636526858299
2,7,0.998546940178071,0.969651074636177
4,7,0.992872126535407,0.900657230607855
3,7,0.990010764875676,0.765937038469302
5,7,0.991026288569555,0.836280709089
6,7,0.986672190995378,0.725421377203213
1,8,0.9987789493651,0.938848593170183
2,8,0.998520139142823,0.841086044145963
4,8,0.991883991872119,0.911385079940668
3,8,0.990747840029562,0.906876266466812
5,8,0.991380103635286,0.928061417029262
6,8,0.987655605822171,0.378551812368188
1,9,0.998729343352036,0.966561069399186
2,9,0.998586864122112,0.784135964356153
4,9,0.993721947059689,0.808144839985977
3,9,0.991224747861014,0.583395256958534
5,9,0.986860831901109,0.769431241745526
6,9,0.988223212330859,0.876589588895506
1,10,0.998860840851214,0.932545021361204
2,10,0.998398483230979,0.984073276875671
4,10,0.994965810793159,0.00969751423119008
3,10,0.992015041216766,0.690174160526342
5,10,0.991732221018105,0.690345904938678
6,10,0.987010841123963,0.743948854283259
1,11,0.998711568232176,0.9983569237066
2,11,0.998675160823233,0.628973602595197
4,11,0.995124310814937,0.796086083479987
3,11,0.993975293431607,0.633835761545097
5,11,0.992003231722892,0.656550890699548
6,11,0.9872083792428,0.686667220147009
1,12,0.998741405769766,0.957506196519665
2,12,0.998482902745161,0.930397060510835
4,12,0.992558578896364,0.824199292860049
3,12,0.991157284570953,0.53170881986923
5,12,0.991938259007726,-0.520804622804043
6,12,0.987204152780026,-0.244224794524545
1,13,0.998744623317625,0.942459572082953
2,13,0.998578612460654,0.994484409234755
4,13,0.993590508692653,-0.114874445766337
3,13,0.991317567154131,0.823297879464426
5,13,0.991372414027575,0.39897756930248
6,13,0.987905019737421,0.301749016348147
1,14,0.9986995773772,0.996942754005709
2,14,0.998345260771551,0.979025236973236
4,14,0.992800264054636,0.881161731165876
3,14,0.991493402159728,0.680176804873729
5,14,0.988333145313345,0.761290307313492
6,14,0.987563451396573,0.34793145884479
1,15,0.998770851464127,0.993051175726078
2,15,0.998448520069042,0.975738513290227
4,15,0.993117458224589,0.748314061321548
3,15,0.991316545270304,0.945602760955244
5,15,0.991606491510813,-0.136544623231793
6,15,0.989116370296665,0.636510364453874
