"canonical_direction","var","fold","value","seed"
2,"ph",1,-0.171371696628588,0
2,"soil_c",1,0.0454128699199366,0
2,"soil_n",1,0.295241931148753,0
2,"soil_p",1,-0.716627484050801,0
2,"clay_silt",1,-0.606503638929601,0
4,"ph",1,0.174581661910889,0
4,"soil_c",1,-0.00208554595230382,0
4,"soil_n",1,-0.0521080543928689,0
4,"soil_p",1,0.70993368930542,0
4,"clay_silt",1,-0.680290968100488,0
3,"ph",1,0.0655556016673123,0
3,"soil_c",1,0.499111785819883,0
3,"soil_n",1,-0.862472723128835,0
3,"soil_p",1,0.0473290249797998,0
3,"clay_silt",1,-0.0221507019960277,0
5,"ph",1,0.431877069442211,0
5,"soil_c",1,0.849850660915631,0
5,"soil_n",1,0.0282710540219903,0
5,"soil_p",1,-0.26534332875145,0
5,"clay_silt",1,0.141526380660492,0
1,"ph",1,0.874925194240648,0
1,"soil_c",1,-0.380619212061267,0
1,"soil_n",1,0.196881099827012,0
1,"soil_p",1,-0.213079473742326,0
1,"clay_silt",1,0.0739587066776046,0
2,"ph",2,-0.388619486062983,0
2,"soil_c",2,0.0206766646803826,0
2,"soil_n",2,0.278574665458833,0
2,"soil_p",2,-0.696866169963434,0
2,"clay_silt",2,-0.534154535237539,0
4,"ph",2,0.51776384866488,0
4,"soil_c",2,0.1703392167632,0
4,"soil_n",2,-0.0305845094586013,0
4,"soil_p",2,0.429015615370225,0
4,"clay_silt",2,-0.719663350322854,0
3,"ph",2,0.248544281551987,0
3,"soil_c",2,0.634650514767029,0
3,"soil_n",2,-0.686271290519789,0
3,"soil_p",2,-0.209548562525691,0
3,"clay_silt",2,0.143407042942359,0
5,"ph",2,-0.291268411613198,0
5,"soil_c",2,0.939075272394722,0
5,"soil_n",2,-0.102982124603287,0
5,"soil_p",2,0.143140004163484,0
5,"clay_silt",2,-0.0469677165015929,0
1,"ph",2,0.502543796907211,0
1,"soil_c",2,0.0916867284378565,0
1,"soil_n",2,0.644746749952296,0
1,"soil_p",2,-0.503381910723149,0
1,"clay_silt",2,0.264483565465058,0
2,"ph",3,-0.130626759129317,0
2,"soil_c",3,0.209837761646431,0
2,"soil_n",3,0.286878119265497,0
2,"soil_p",3,-0.613992650833927,0
2,"clay_silt",3,-0.692545112606541,0
4,"ph",3,0.356753872982417,0
4,"soil_c",3,-0.215494215268992,0
4,"soil_n",3,0.0950604489295657,0
4,"soil_p",3,0.676390058004427,0
