fold,j,evr,method,split
8,3,0.15097330289286434,CCA,train
8,3,0.15242220381141824,CCA,test
8,3,0.2941412286554365,PCA,train
8,3,0.1788686189160727,PCA,test
8,4,0.1867072601310292,CCA,train
8,4,0.23769511613828254,CCA,test
8,4,0.3601209067350056,PCA,train
8,4,0.23197022679798793,PCA,test
9,1,0.06955045012152794,CCA,train
9,1,0.03236124203205055,CCA,test
9,1,0.14320345173164825,PCA,train
9,1,0.04011927892943297,PCA,test
9,2,0.10411543053481226,CCA,train
9,2,0.053461806594937565,CCA,test
9,2,0.22315112638484538,PCA,train
9,2,0.11998316444493438,PCA,test
9,3,0.15035355714158738,CCA,train
9,3,0.11501360134422609,CCA,test
9,3,0.2964017599022607,PCA,train
9,3,0.14377061102371308,PCA,test
9,4,0.18727568673685172,CCA,train
9,4,0.20059833345743203,CCA,test
9,4,0.3646552476235388,PCA,train
9,4,0.1598941362594548,PCA,test
10,1,0.06501067019487167,CCA,train
10,1,0.08636302681032508,CCA,test
10,1,0.14164414463159172,PCA,train
10,1,0.07754527273388721,PCA,test
10,2,0.09884486362398769,CCA,train
10,2,0.1293807581356916,CCA,test
10,2,0.2248766047928883,PCA,train
10,2,0.10651227834742578,PCA,test
10,3,0.14808345245554666,CCA,train
10,3,0.1636679767668392,CCA,test
10,3,0.2971518129650566,PCA,train
10,3,0.14885212026430836,PCA,test
10,4,0.18724021693998752,CCA,train
10,4,0.17865840346501208,CCA,test
10,4,0.3628389215064863,PCA,train
10,4,0.21096063637055898,PCA,test
11,1,0.06764720413516798,CCA,train
11,1,0.06324052799808276,CCA,test
11,1,0.1426860955055245,PCA,train
11,1,0.07815387593610783,PCA,test
11,2,0.102705307480073,CCA,train
11,2,0.10703445719095282,CCA,test
11,2,0.22697259253226726,PCA,train
11,2,0.10927689403244713,PCA,test
11,3,0.14740002672542923,CCA,train
11,3,0.15966689017570254,CCA,test
11,3,0.3006328657866359,PCA,train
11,3,0.14473013885687838,PCA,test
11,4,0.1857633792573557,CCA,train
11,4,0.19030343948181708,CCA,test
11,4,0.3658283500822728,PCA,train
11,4,0.20708172161825578,PCA,test
12,1,0.0653152834791087,CCA,train
12,1,0.08932926420678924,CCA,test
12,1,0.1408371833029183,PCA,train
12,1,0.07729695138160574,PCA,test
12,2,0.10212506767531769,CCA,train
12,2,0.1316447478921136,CCA,test
12,2,0.2218964998737392,PCA,train
12,2,0.13982249762396887,PCA,test
12,3,0.14910160883892948,CCA,train
12,3,0.18112493964433493,CCA,test
12,3,0.29417233233989765,PCA,train
12,3,0.1763343231244505,PCA,test
12,4,0.1862883768172538,CCA,train
12,4,0.2417936550531673,CCA,test
12,4,0.36036819236116013,PCA,train
12,4,0.22840307659609382,PCA,test
13,1,0.06346103960082046,CCA,train
13,1,0.11460566133937564,CCA,test
13,1,0.1383121974534472,PCA,train
13,1,0.13023654023548,PCA,test
13,2,0.09908058794993735,CCA,train
13,2,0.16051663470814115,CCA,test
13,2,0.2192119954814324,PCA,train
13,2,0.18641658483102053,PCA,test
13,3,0.14167981853694034,CCA,train
13,3,0.2449642833615257,CCA,test
13,3,0.2905116516428976,PCA,train
13,3,0.2541999152943744,PCA,test
13,4,0.1807472868557609,CCA,train
13,4,0.28207194351408366,CCA,test
13,4,0.3567183963935125,PCA,train
13,4,0.3128327766745105,PCA,test
14,1,0.0698361048387846,CCA,train
14,1,0.028164953735653687,CCA,test
14,1,0.1445056509241358,PCA,train
14,1,0.03405254909013793,PCA,test
14,2,0.10576510084285516,CCA,train
14,2,0.047358567685350565,CCA,test
14,2,0.22696594036811274,PCA,train
14,2,0.0741361531604241,PCA,test
14,3,0.1524745680035028,CCA,train
14,3,0.0766622238569882,CCA,test
14,3,0.3003532582557699,PCA,train
14,3,0.10234884790068699,PCA,test
14,4,0.1906144916237164,CCA,train
14,4,0.0883921347312874,CCA,test
14,4,0.368722916596296,PCA,train
14,4,0.1270079117037741,PCA,test
15,1,0.06604247611226058,CCA,train
15,1,0.08938700703247572,CCA,test
15,1,0.14011759066675264,PCA,train
15,1,0.07110710909175687,PCA,test
15,2,0.09881792190167556,CCA,train
15,2,0.11107051980642682,CCA,test
15,2,0.21939115929036024,PCA,train
15,2,0.1738684899199959,PCA,test
15,3,0.14488913347586738,CCA,train
15,3,0.21857642697850915,CCA,test
15,3,0.2903981417291607,PCA,train
15,3,0.24010207384149931,PCA,test
15,4,0.18184007834600716,CCA,train
15,4,0.2828819309418979,CCA,test
15,4,0.35740555647392147,PCA,train
15,4,0.26945933188511595,PCA,test
