"canonical_direction","fold","train","test"
1,1,0.978888181061359,0.885987675648367
4,1,0.974127822072534,0.722877913359129
2,1,0.976188093812773,0.771157888658521
5,1,0.969644323489741,0.609146684778113
3,1,0.967094401561638,0.789923792459341
1,2,0.979256749479519,0.913226699413882
4,2,0.975217700126664,0.378413314544017
2,2,0.973162460637182,0.481084183416621
5,2,0.978054268561151,0.386256474788153
3,2,0.963430045430672,0.875452358047172
1,3,0.980006890605312,0.94384253596996
4,3,0.974111214005624,0.456413184590735
2,3,0.977741978011951,0.6404445667601
5,3,0.966376264436545,0.166113916904851
3,3,0.976219154920547,0.612620622652832
1,4,0.978543710575078,0.936222290712575
4,4,0.980213269288287,0.663145192008232
2,4,0.973522647479243,0.788741225276507
5,4,0.977588409927857,0.484110559004271
3,4,0.963070907798182,0.645699438838303
1,5,0.98054335117413,0.672824723496926
4,5,0.979049833673366,0.488035327646974
2,5,0.971130699466355,0.366566130996767
5,5,0.971252680342862,-0.370321613462839
3,5,0.969956214321102,0.477265196846833
1,6,0.980667613226697,0.776353005160152
4,6,0.975471874877502,0.767717825489413
2,6,0.973494174658682,0.735860954124996
5,6,0.967369776201413,0.462625646511783
3,6,0.978124050392889,0.236811701346133
1,7,0.978375116961859,0.95824633122375
4,7,0.973452451780536,0.774817448653832
2,7,0.978564698971311,0.682162517208743
5,7,0.976568258723259,0.775024792300158
3,7,0.961359676541935,0.842227205091978
1,8,0.977872625421975,0.943991920689965
4,8,0.976013017078517,0.641588420295198
2,8,0.973581455299283,0.843115429315136
5,8,0.975985664269631,0.504730310783276
3,8,0.961819468803818,0.815292301074657
1,9,0.979200845367887,0.782989922541549
4,9,0.978784226402606,0.623518113355949
2,9,0.971920195662892,0.71032933875586
5,9,0.964613038767986,0.709505694836135
3,9,0.971738272203467,0.777348111163615
1,10,0.978931532813099,0.890938468884373
4,10,0.974663069745584,0.372097784781675
2,10,0.975466542578562,0.837973291338427
5,10,0.976058809399024,0.524385251713836
3,10,0.960288574426261,0.639957508520915
1,11,0.979087335521537,0.836497774423352
4,11,0.975650285212526,0.750255431634943
2,11,0.974018952599577,0.341375090582446
5,11,0.973904201034172,0.562188267960425
3,11,0.964472510245164,0.683156300442722
1,12,0.9786391978616,0.947779491848886
4,12,0.977491473228039,0.697800674334299
2,12,0.972101843089843,0.827873958750372
5,12,0.976610857165674,0.362944775849711
3,12,0.962225616795908,0.738163244970395
1,13,0.978607281234149,0.943340566771481
4,13,0.978125181480624,0.498518965033656
2,13,0.971212275897242,0.812993569984391
5,13,0.977073241010946,0.331215429405181
3,13,0.963544336597193,0.778521096953586
1,14,0.980482647831648,0.678930576380953
4,14,0.978580111413791,0.73082580467564
2,14,0.972005224897914,0.840256118296673
5,14,0.975029628746412,0.243990521167757
3,14,0.97169680217357,0.454271524409993
1,15,0.979012827818692,0.867220580398676
4,15,0.980129235918687,0.715296929701569
2,15,0.971980616779071,0.788176630875819
5,15,0.962330923635304,0.695719530217402
3,15,0.977655300012823,0.731457891392244
