Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
MJ034-2-barcode71-umi6081bins-ubs-40,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium aurantiibacter,1.0
MJ034-2-barcode71-umi647bins-ubs-564,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17_426821,OLB17 sp001567505,1.0
MJ034-2-barcode71-umi654bins-ubs-536,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Unassigned,1.0
MJ034-2-barcode71-umi672bins-ubs-535,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode71-umi7429bins-ubs-30,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter_B,Flavisolibacter_B ginsenosidimutans,1.0
MJ034-2-barcode71-umi756bins-ubs-474,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cyclobacteriaceae,Chryseolinea_899021,Chryseolinea serpens,1.0
MJ034-2-barcode71-umi774bins-ubs-477,Bacteria,Bdellovibrionota_473306,Bdellovibrionia,Bdellovibrionales,SG-bin7,SG-bin7,SG-bin7 sp002083485,1.0
MJ034-2-barcode71-umi7980bins-ubs-27,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae,1.0
MJ034-2-barcode71-umi8108bins-ubs-27,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Hanamia,Hanamia hankyongi,1.0
MJ034-2-barcode71-umi828bins-ubs-448,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci,1.0
MJ034-2-barcode71-umi8291bins-ubs-25,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Gynurincola,Unassigned,1.0
MJ034-2-barcode71-umi8345bins-ubs-42,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphocola_927328,Edaphocola helvus,1.0
MJ034-2-barcode71-umi842bins-ubs-442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode71-umi856bins-ubs-438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode71-umi8609bins-ubs-23,Bacteria,Bdellovibrionota_473306,Bdellovibrionia,Bdellovibrionales,1-14-0-10-45-34,1-14-0-10-45-34,1-14-0-10-45-34 sp002778785,1.0
MJ034-2-barcode71-umi8640bins-ubs-25,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Hylemonella,Ramlibacter terrae,1.0
MJ034-2-barcode71-umi887bins-ubs-443,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae,1.0
MJ034-2-barcode71-umi8910bins-ubs-22,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Methylibium,Unassigned,1.0
MJ034-2-barcode71-umi9052bins-ubs-22,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A ginkgonis,1.0
MJ034-2-barcode71-umi9110bins-ubs-22,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode71-umi913bins-ubs-430,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,2013-40CM-41-45,QQVM01,QQVM01 sp004295015,1.0
MJ034-2-barcode71-umi9179bins-ubs-21,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17_427640,OLB17 sp003223025,1.0
MJ034-2-barcode71-umi937bins-ubs-410,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode71-umi9534bins-ubs-21,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Spirosomataceae,Dyadobacter_906144,Dyadobacter fermentans,1.0
MJ034-2-barcode72-umi10465bins-ubs-16,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphocola_927328,Edaphocola helvus,1.0
MJ034-2-barcode72-umi10807bins-ubs-15,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Ramlibacter_588642,Unassigned,1.0
MJ034-2-barcode72-umi10836bins-ubs-15,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Unassigned,1.0
MJ034-2-barcode72-umi11790bins-ubs-15,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi11877bins-ubs-11,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi12431bins-ubs-11,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-41,UBA5216,UBA5216 sp902825845,1.0
MJ034-2-barcode72-umi12759bins-ubs-10,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi1284bins-ubs-318,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi13005bins-ubs-9,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp009770985,1.0
MJ034-2-barcode72-umi13356bins-ubs-9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Adhaeribacter_A,Adhaeribacter_A arboris,1.0
MJ034-2-barcode72-umi1358bins-ubs-309,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi13844bins-ubs-7,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi14206bins-ubs-7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Crocinitomicaceae,Fluviicola,Fluviicola riflensis,1.0
MJ034-2-barcode72-umi1433bins-ubs-287,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi14522bins-ubs-6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae,1.0
MJ034-2-barcode72-umi14739bins-ubs-6,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Palsa-89,Unassigned,1.0
MJ034-2-barcode72-umi14751bins-ubs-7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Rhizobacter_590950,Rhizobacter sp001425825,1.0
MJ034-2-barcode72-umi15404bins-ubs-6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi15486bins-ubs-5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Hymenobacter_910554,Hymenobacter crusticola,1.0
MJ034-2-barcode72-umi15852bins-ubs-5,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,2013-40CM-41-45,QQVM01,QQVM01 sp004295015,1.0
MJ034-2-barcode72-umi1621bins-ubs-261,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,GCA-002050365,GCA-002050365 sp002050355,1.0
MJ034-2-barcode72-umi16608bins-ubs-4,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,PSRF01,PSRF01 sp003222935,1.0
MJ034-2-barcode72-umi16697bins-ubs-4,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Noviherbaspirillum_A_569121,Noviherbaspirillum_A_569121 massiliense,1.0
MJ034-2-barcode72-umi1678bins-ubs-262,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi17531bins-ubs-4,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi1783bins-ubs-241,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilus,Vermiphilus pyriformis,1.0
MJ034-2-barcode72-umi1799bins-ubs-238,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci,1.0
MJ034-2-barcode72-umi18078bins-ubs-4,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Ramlibacter_588642,Ramlibacter humi,1.0
MJ034-2-barcode72-umi180bins-ubs-1136,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_A,Pedobacter_A mongoliensis,1.0
MJ034-2-barcode72-umi1856bins-ubs-229,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci,1.0
MJ034-2-barcode72-umi18586bins-ubs-3,Bacteria,Acidobacteriota,Blastocatellia,UBA7656,UBA7656,QHVH01,QHVH01 sp003222245,1.0
MJ034-2-barcode72-umi1879bins-ubs-226,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci,1.0
MJ034-2-barcode72-umi19599bins-ubs-3,Bacteria,Eremiobacterota,Xenobia,Xenobiales,Unassigned,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi20046bins-ubs-3,Bacteria,Acidobacteriota,Blastocatellia,UBA7656,UBA7656,QHVH01,QHVH01 sp003222245,1.0
MJ034-2-barcode72-umi223bins-ubs-992,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi2297bins-ubs-184,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter_B,Unassigned,1.0
MJ034-2-barcode72-umi2531bins-ubs-163,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi2578bins-ubs-164,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cytophagaceae,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi269bins-ubs-955,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17_426821,OLB17 sp001567505,1.0
MJ034-2-barcode72-umi2939bins-ubs-134,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi2945bins-ubs-134,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi2958bins-ubs-134,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Adhaeribacter_A,Adhaeribacter_A arboris,1.0
MJ034-2-barcode72-umi3090bins-ubs-128,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Noviherbaspirillum_A_569121,Unassigned,1.0
MJ034-2-barcode72-umi3237bins-ubs-117,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter_B,Flavisolibacter_B ginsengisoli,1.0
MJ034-2-barcode72-umi3286bins-ubs-114,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Limnovirga,Limnovirga sp002390845,1.0
MJ034-2-barcode72-umi335bins-ubs-815,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp001596135,1.0
MJ034-2-barcode72-umi345bins-ubs-795,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A pedocola,1.0
MJ034-2-barcode72-umi3511bins-ubs-101,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi384bins-ubs-734,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17_426821,Unassigned,1.0
MJ034-2-barcode72-umi4163bins-ubs-74,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Puia sp003168265,1.0
MJ034-2-barcode72-umi4384bins-ubs-66,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Gynurincola,Unassigned,1.0
MJ034-2-barcode72-umi466bins-ubs-656,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi5070bins-ubs-52,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,Unassigned,1.0
MJ034-2-barcode72-umi5316bins-ubs-51,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium antarcticum,1.0
MJ034-2-barcode72-umi5324bins-ubs-52,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Noviherbaspirillum_A_568106,Noviherbaspirillum_A_568106 aurantiacum,1.0
MJ034-2-barcode72-umi5392bins-ubs-48,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Puia sp001898505,1.0
MJ034-2-barcode72-umi5480bins-ubs-48,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Adhaeribacter_A,Adhaeribacter_A arboris,1.0
MJ034-2-barcode72-umi6313bins-ubs-39,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,AMD01,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi6987bins-ubs-32,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp900112615,1.0
MJ034-2-barcode72-umi7479bins-ubs-30,Bacteria,Elusimicrobiota,Elusimicrobia_984208,Unassigned,Unassigned,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi8378bins-ubs-24,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Unassigned,1.0
MJ034-2-barcode72-umi859bins-ubs-435,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
MJ034-2-barcode72-umi85bins-ubs-1688,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,GCA-002050365,GCA-002050365 sp002050355,1.0
MJ034-2-barcode72-umi865bins-ubs-435,Bacteria,Pseudomonadota,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,1.0
MJ034-2-barcode72-umi8765bins-ubs-22,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,Pedosphaeraceae,Pedosphaera,Pedosphaera sp000172555,1.0
MJ034-2-barcode72-umi9123bins-ubs-22,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp004144185,1.0
MJ034-2-barcode72-umi9675bins-ubs-20,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Telluria_573210,Telluria mixta,1.0
MJ034-2-barcode72-umi9741bins-ubs-18,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned,1.0
MJ034-2-barcode72-umi997bins-ubs-394,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae,1.0
MK063696,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Marmoricola_A_392027,Marmoricola_A_392027 mangrovicus,1.0
MK078616,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas_D,Luteimonas_D arsenica,1.0
MK085091,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 dongxiaopingii,1.0
MK088238,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_H_372070,Micromonospora_H_372070 phaseoli,1.0
MK101439,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 aracearum,1.0
MK112564,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia seriolae,1.0
MK121890,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Qipengyuania_B_484543,Qipengyuania_B_484543 vulgaris_A,1.0
MK177529,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_A_615715,Lysobacter_A_615715 caseinilyticus,1.0
MK183015,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 frigiditerrae,1.0
MK183016,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 ginsengisoli,1.0
MK183019,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 trunci,1.0
MK183021,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 ginsengisoli,1.0
MK183023,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 terrae,1.0
MK194299,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Alteraurantiacibacter_484829,Alteraurantiacibacter aquimixticola,1.0
MK245972,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium noncentrifugens,1.0
MK253262,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus solimangrovi,1.0
MK272786,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Spirosomataceae,Dyadobacter_906144,Dyadobacter psychrotolerans,1.0
MK335892,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp001423335,1.0
MK342491,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Falsiroseomonas_507050,Falsiroseomonas algicola,1.0
MK344722,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Lichenihabitans_504424,Lichenihabitans psoromatis,1.0
MK382982,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,Vitreimonas,Vitreimonas sp001464425,1.0
MK396466,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Vineibacter,Vineibacter terrae,1.0
MK397782,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas_613591,Arenimonas daejeonensis,1.0
MK421542,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Pseudoroseomonas,Pseudoroseomonas vastitatis,1.0
MK503700,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Methylibium,Aquariibacter albus,1.0
MK554522,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Symmachiella,Symmachiella macrocystis,1.0
MK554532,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura,Caulifigura coniformis,1.0
MK569518,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Zymomonas,Sphingomonas_G solaris,1.0
MK603523,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Amnibacterium_382409,Naasia lichenicola,1.0
MK660006,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila,1.0
MK696268,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas_B_615686,Luteimonas_B profundi,1.0
MK696373,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces clavuligerus,1.0
MK757951,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Rufibacter_909687,Rufibacter hautae,1.0
MK787305,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 vastitatis,1.0
MK812841,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci,1.0
MK817655,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella swartbergensis,1.0
MK825340,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Microbispora_A,Microbispora_A rosea,1.0
MK860107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Hymenobacteraceae,Pontibacter,Pontibacter akesuensis,1.0
MK896290,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Weeksellaceae,Chryseobacterium_A_794881,Chryseobacterium formosense,1.0
MK898814,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nakamurellaceae,Nakamurella,Nakamurella flava,1.0
MK940276,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Agrobacterium,Agrobacterium larrymoorei,1.0
MK943674,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,YIM-B00363,Paenibacillus_AE,Paenibacillus_AE antri,1.0
MK949145,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 cynanchi,1.0
MK954461,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Glycomyces,Glycomyces sp000719515,1.0
MK966397,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Lichenicoccus,Lichenicoccus roseus,1.0
MK968135,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Pseudoduganella_570666,Pseudoduganella violaceinigra,1.0
MK968136,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Janthinobacterium_571526,Janthinobacterium lividum,1.0
MK968139,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Duganella_570917,Duganella aquatica,1.0
MK968434,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Pseudoduganella_570666,Pseudoduganella violaceinigra,1.0
MK995877,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Mumia,Mumia zhuanghuii,1.0
MN031264,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Spirosomataceae,Spirosoma,Spirosoma arcticum,1.0
MN056040,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Noviherbaspirillum_A_569121,Noviherbaspirillum_A_569121 massiliense,1.0
MN061042,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium lindanitolerans,1.0
MN069841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Arenibacter,Arenibacter aquaticus,1.0
MN069869,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineococcaceae,Kineococcus,Kineococcus radiotolerans,1.0
MN080869,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_D,Arthrobacter_D antioxidans,1.0
MN086351,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Flavihumibacter solisilvae,1.0
MN099411,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 allogilvus,1.0
MN099416,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomicrobium_483249,Sphingomicrobium piscis,1.0
MN099417,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_R_483234,Sphingomonas sinipercae,1.0
MN100447,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Collimonas,Glaciimonas soli,1.0
MN134563,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium subsaxonicum,1.0
MN134568,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp001596135,1.0
MN134569,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp001636615,1.0
MN153512,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinimonas,Chitinimonas koreensis,1.0
MN177613,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,Siccirubricoccus deserti,1.0
MN197844,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Rariglobus,Rariglobus hedericola,1.0
MN209796,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus,1.0
MN231302,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Zymomonas,Sphingomonas_G_483299 profundi,1.0
MN238860,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Frankiaceae,Parafrankia,Parafrankia elaeagni,1.0
MN239497,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paraburkholderia_580243,Paraburkholderia xenovorans,1.0
MN263070,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces diastatochromogenes,1.0
MN328031,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Weeksellaceae,Chryseobacterium_A_796612,Chryseobacterium_A_796612 rhizosphaerae,1.0
