"canonical_direction","fold","train","test","seed"
1,1,0.886313310741654,0.939589344438785,0
2,1,0.832642960129674,0.391784377638519,0
3,1,0.734007816044284,0.565827021921759,0
5,1,0.709030383686811,0.386540922294679,0
4,1,0.696133908523096,0.61183502381311,0
1,2,0.89090674615571,0.891858075678682,0
2,2,0.826390287624461,0.569224483201731,0
3,2,0.73758141590979,0.483619538143951,0
5,2,0.707320941084758,0.51775444898714,0
4,2,0.703715643037884,0.541204693607476,0
1,3,0.890648631946123,0.848060404030868,0
2,3,0.826021202536366,0.865208473591012,0
3,3,0.749957793757506,0.545470150725848,0
5,3,0.715806961255983,0.505688945602016,0
4,3,0.676389154086743,0.657032478202947,0
1,4,0.886888251206513,0.95132032538147,0
2,4,0.828958325321524,0.412822429692299,0
3,4,0.737702118576704,0.527600711560898,0
5,4,0.711745738907306,0.783307596997016,0
4,4,0.717543677294015,0.1682429398631,0
1,5,0.895012229056626,0.729596547934131,0
2,5,0.832454510939283,0.746441708839911,0
3,5,0.732611304911375,0.712113554237602,0
5,5,0.716245721047722,0.675058808506099,0
4,5,0.717842607712834,0.104532358371934,0
1,6,0.910388022023925,0.470077182319411,0
2,6,0.818066915846851,0.636909339730111,0
3,6,0.754995333994402,0.668268954162942,0
5,6,0.712041760313686,0.25138012429471,0
4,6,0.709322367681864,0.246190497869698,0
1,7,0.897909478029704,0.722417362044487,0
2,7,0.842045275451378,0.147257873880957,0
3,7,0.751749232320054,0.515114003268024,0
5,7,0.721819000985964,0.434325138106607,0
4,7,0.695873765491253,0.593718556238769,0
1,8,0.892183532747693,0.845324735301088,0
2,8,0.837131436329058,0.59455799605296,0
3,8,0.732873376534226,0.526087767174449,0
5,8,0.730148052943853,0.302592265950742,0
4,8,0.677870303498522,0.512978182981537,0
1,9,0.894331262746843,0.698848641443169,0
2,9,0.828200556921233,0.750237597923338,0
3,9,0.743705685870507,0.41835566941056,0
5,9,0.731515302852017,-0.186942765487007,0
4,9,0.683628589894293,0.810747525361171,0
1,10,0.891367476019987,0.912186850533915,0
2,10,0.840751120796095,0.503783157021163,0
3,10,0.743817383194295,0.177920664625759,0
5,10,0.704019726184335,0.696253244691372,0
4,10,0.714256885126726,0.468817177860564,0
1,11,0.891228947475927,0.840171955966654,0
2,11,0.831526730088684,0.676717104256208,0
3,11,0.735878851717376,0.720961556298523,0
5,11,0.714274731618474,0.313016995234655,0
4,11,0.71388460164924,0.131754263468246,0
1,12,0.893266805232374,0.845175869285435,0
2,12,0.832123253617566,0.558041803050305,0
3,12,0.74437782953239,0.569179523688809,0
5,12,0.714340936888338,0.495779624712884,0
4,12,0.697026768362124,0.546765547200534,0
1,13,0.893099548597726,0.893168038848759,0
2,13,0.825085686751431,0.380714974206449,0
3,13,0.756884275182199,0.354748727521742,0
5,13,0.726931836676747,0.0797234426268098,0
4,13,0.710954037878366,0.270376480482872,0
1,14,0.893463546865877,0.793187536402051,0
2,14,0.840698669339042,0.591717378792367,0
3,14,0.73872386383118,0.639074804650902,0
5,14,0.70450160056616,0.468354584048635,0
4,14,0.690927516796336,0.638459153940108,0
1,15,0.892859579360693,0.871095320841512,0
2,15,0.827748827423602,0.631123322270796,0
3,15,0.746908787761512,0.268292582504777,0
5,15,0.713052278680801,0.537515811115553,0
4,15,0.702102762477653,0.518922264398266,0
1,1,0.884288406933301,0.884424753654559,1
5,1,0.738581626725975,0.508444624996683,1
2,1,0.710223254598623,0.756461230922043,1
3,1,0.658706522534617,0.495288638894172,1
4,1,0.666852195490756,0.694963434536942,1
1,2,0.883418500008072,0.912309415657257,1
5,2,0.747964152677541,0.310860409426683,1
2,2,0.724862117242441,0.322775695690903,1
3,2,0.674516954175217,0.454354454763617,1
4,2,0.663933475769559,0.69212696866233,1
1,3,0.886296448377839,0.908616398088299,1
5,3,0.76274944490192,0.657692247570944,1
2,3,0.680372905099075,0.370583280000746,1
3,3,0.685551608582532,0.582852556007629,1
4,3,0.671790484070605,0.250466145259134,1
1,4,0.882534977927233,0.93577199024594,1
5,4,0.753143637818019,0.554458440718995,1
2,4,0.717403406140694,0.445437534605785,1
3,4,0.656086806306977,0.678310022098958,1
4,4,0.672107623405253,-0.00669290324345254,1
1,5,0.894947340111525,0.726515020082925,1
5,5,0.767738954374904,-0.0976755568090886,1
2,5,0.712755019047321,0.229853252056128,1
3,5,0.67387686625387,0.233438847067965,1
4,5,0.691477134256214,0.332464520042603,1
1,6,0.889850695967909,0.734012094819861,1
5,6,0.70819464357796,0.43898177084187,1
2,6,0.773351561149162,0.626767633283667,1
3,6,0.690236872848168,0.276344013149856,1
4,6,0.631037400641844,0.175823390313459,1
1,7,0.879002353255428,0.9748503086555,1
5,7,0.756041100255249,0.521887731156285,1
2,7,0.70896128639473,0.610023529989487,1
3,7,0.662925247864775,0.562095004984188,1
4,7,0.666576990889912,0.500107221185016,1
1,8,0.880663686540927,0.934105535936198,1
5,8,0.771148484515129,0.20657048554001,1
2,8,0.686172628991646,0.770427192450146,1
3,8,0.656753953405964,0.600745345692605,1
4,8,0.672046293148898,0.445955170909956,1
1,9,0.888947133249449,0.714737334245022,1
5,9,0.73462642096466,0.393812610195329,1
2,9,0.709608616476238,0.740456264868965,1
3,9,0.655872830888075,0.573646077561565,1
4,9,0.65622156896821,0.557751930755862,1
1,10,0.884795352956494,0.884022839161599,1
5,10,0.74122730961321,-0.11423630608547,1
2,10,0.733376078437607,0.596636328953491,1
3,10,0.643981655688698,0.654637124307172,1
4,10,0.676983973925837,0.454786388867262,1
1,11,0.887416492597431,0.828746723163261,1
5,11,0.770968960041253,0.436189951211006,1
2,11,0.70432037316891,0.0330950309128091,1
3,11,0.674414320409648,0.0766073030786507,1
4,11,0.669197944215412,0.637378107178066,1
1,12,0.883298850874764,0.909394365769838,1
5,12,0.741985186692784,0.54003611078756,1
2,12,0.7028815788664,0.677934821402709,1
3,12,0.67655447799769,0.681014338458676,1
4,12,0.682202108760531,0.501677458208707,1
1,13,0.88212339426624,0.898043825711239,1
5,13,0.776766246091882,0.37380140556277,1
2,13,0.698621866046042,0.743195801129021,1
3,13,0.667897857541101,0.403356179032302,1
4,13,0.688957796296504,0.48047145010262,1
1,14,0.892851274057928,0.678882125148745,1
5,14,0.772498930714087,0.622973978659179,1
2,14,0.688988412990824,0.783147784175734,1
3,14,0.671904121018178,0.546820187037981,1
4,14,0.676211164000007,0.45020945930483,1
1,15,0.88759000255827,0.763855617123875,1
5,15,0.754136982401457,0.658740775418686,1
2,15,0.69353094979328,0.728195822454469,1
3,15,0.666544206109433,0.416200908965634,1
4,15,0.67454986002897,0.342761005864077,1
1,1,0.891299665690448,0.903555127659989,2
2,1,0.782482363257685,0.678686548313313,2
3,1,0.765193177745328,0.692305586438519,2
5,1,0.749282978370425,0.137593795225582,2
4,1,0.723568592483841,0.305219249996398,2
1,2,0.885682659789591,0.941384551247139,2
2,2,0.797786155958244,0.686765714345485,2
3,2,0.761879988623321,0.488721561858483,2
5,2,0.746997460840606,0.236780326189074,2
4,2,0.718037398711082,0.660652744592581,2
1,3,0.893871652495008,0.805991622973621,2
2,3,0.780722717186278,0.743302621546329,2
3,3,0.773550811234031,0.608334132054212,2
5,3,0.741037104424138,0.40953855367288,2
4,3,0.721635735428091,0.586885077577509,2
1,4,0.897946732543818,0.720835245182688,2
2,4,0.796975634286226,0.560453249169959,2
3,4,0.764510195724463,0.326067111677744,2
5,4,0.7427986367584,0.472247055478609,2
4,4,0.711248807914853,0.725981898453152,2
1,5,0.884950413148628,0.95431569981669,2
2,5,0.798575505242511,0.690079743976193,2
3,5,0.756462752416952,0.478836875714815,2
5,5,0.736557429323401,0.455301774270508,2
4,5,0.716398716781953,0.258197705273172,2
1,6,0.893146310808799,0.757543919169099,2
2,6,0.793003659397376,0.623290603038011,2
3,6,0.766720238941606,0.682515661976316,2
5,6,0.72595865729688,0.390003902037973,2
4,6,0.71811263819867,0.382810682492049,2
1,7,0.894663044234942,0.796777116165789,2
2,7,0.797458241838026,0.555662553389251,2
3,7,0.767224427704218,0.264479982342196,2
5,7,0.739877554564036,0.450688127276697,2
4,7,0.722637366092639,0.0554829415328203,2
1,8,0.888539194453535,0.820957117756814,2
2,8,0.801271539763772,0.406894005726344,2
3,8,0.757344839975843,0.558443971774191,2
5,8,0.739655991619476,0.0383858764288629,2
4,8,0.710056768198346,0.389640167015332,2
1,9,0.89735332817894,0.745318249759051,2
2,9,0.796675378158159,0.598205585788428,2
3,9,0.76816669274529,0.29955198139683,2
5,9,0.716807866585719,0.546377920597991,2
4,9,0.727159423513233,0.465790563777283,2
1,10,0.890246596250815,0.868594836808992,2
2,10,0.791238900884221,0.517280133956625,2
3,10,0.758217200173022,0.845855705483164,2
5,10,0.755467355639994,0.649780136107572,2
4,10,0.706821838940249,0.110482928348596,2
1,11,0.885620051124309,0.95318451051967,2
2,11,0.788537538818954,0.538222072452996,2
3,11,0.774148703484186,0.509699575412663,2
5,11,0.73751556154298,-0.22268810765046,2
4,11,0.716703644443777,0.599549084272334,2
1,12,0.888805383687597,0.866978960980453,2
2,12,0.799233260958567,0.573646192693933,2
3,12,0.762664241388807,0.352112331400883,2
5,12,0.723489118518579,0.319751353116122,2
4,12,0.732401845152182,0.55744819226109,2
1,13,0.889732976927673,0.862873911135723,2
2,13,0.790871559755192,0.35570064020199,2
3,13,0.770530683107443,0.613870599814374,2
5,13,0.732303017652665,0.472904917241732,2
