"canonical_direction","var","fold","value"
1,"ph",1,-0.87616409771315
1,"soil_c",1,0.468797710066291
1,"soil_n",1,-0.106966905679204
1,"soil_p",1,0.0185598751491534
1,"clay_silt",1,0.0279068636533686
2,"ph",1,0.506774010257315
2,"soil_c",1,0.806135925220683
2,"soil_n",1,0.0981619814309475
2,"soil_p",1,-0.259687238030009
2,"clay_silt",1,0.12748229838769
4,"ph",1,-0.0938129268684435
4,"soil_c",1,0.351837366423655
4,"soil_n",1,-0.249070234822756
4,"soil_p",1,-0.877553241999231
4,"clay_silt",1,-0.187813545630816
5,"ph",1,0.0711280345068193
5,"soil_c",1,0.334970109885979
5,"soil_n",1,-0.732779550552055
5,"soil_p",1,0.0411095315879569
5,"clay_silt",1,0.586583297491089
3,"ph",1,-0.0866487718876481
3,"soil_c",1,-0.456242592925663
3,"soil_n",1,0.664272402733202
3,"soil_p",1,-0.410855256041782
3,"clay_silt",1,0.417462357920724
1,"ph",2,-0.89374217065204
1,"soil_c",2,0.433627437043519
1,"soil_n",2,-0.0867894187972647
1,"soil_p",2,0.0539726107620969
1,"clay_silt",2,0.0524092769803704
2,"ph",2,0.491699528518334
2,"soil_c",2,0.802256346411694
2,"soil_n",2,0.166489258034393
2,"soil_p",2,-0.285161007691057
2,"clay_silt",2,0.0747051199636655
4,"ph",2,-0.137940853629953
4,"soil_c",2,0.439177430128115
4,"soil_n",2,-0.356570825174639
4,"soil_p",2,-0.786583086651981
4,"clay_silt",2,-0.205523235166305
5,"ph",2,0.144845374954453
5,"soil_c",2,0.370749958485423
5,"soil_n",2,-0.63868773160513
5,"soil_p",2,-0.0213434180834562
5,"clay_silt",2,0.658169222646402
3,"ph",2,-0.103750933004683
3,"soil_c",2,-0.429432504002098
3,"soil_n",2,0.673521461753857
3,"soil_p",2,-0.484237915593519
3,"clay_silt",2,0.341622525700132
1,"ph",3,-0.87607965853879
1,"soil_c",3,0.469898364706244
1,"soil_n",3,-0.101429132164056
1,"soil_p",3,0.0352363544300813
1,"clay_silt",3,0.0122674046105005
2,"ph",3,0.515656302402495
2,"soil_c",3,0.788064318594664
2,"soil_n",3,0.100425606946004
2,"soil_p",3,-0.295752289929178
2,"clay_silt",3,0.124492923580778
4,"ph",3,-0.154381198197472
4,"soil_c",3,0.230061046592624
