"canonical_direction","fold","train","test","seed"
1,1,0.999540575835568,0.953882836903493,0
2,1,0.99905434556597,0.646671398161487,0
4,1,0.99652003403949,0.700733660767231,0
3,1,0.992854461249609,0.771469701347457,0
6,1,0.993306090703162,0.722304890238772,0
5,1,0.990334537701493,0.749083191812754,0
1,2,0.999502653102302,0.984534714988468,0
2,2,0.998892417305938,0.92240987825948,0
4,2,0.997072991840416,0.756831241941278,0
3,2,0.993957141925995,0.943781125223785,0
6,2,0.99411184176347,0.607519297809859,0
5,2,0.991958374734853,0.611889592655776,0
1,3,0.99941675339414,0.971696718514253,0
2,3,0.998854638755135,0.947507601958412,0
4,3,0.996566833353432,0.934280945651825,0
3,3,0.992691978002794,0.807283190255519,0
6,3,0.993628766911065,0.557051454894344,0
5,3,0.991556702943159,0.455400492083887,0
1,4,0.999473104872708,0.978172680728211,0
2,4,0.998707948835042,0.923803140994142,0
4,4,0.996328802718278,0.714060452327622,0
3,4,0.993764541946929,0.622388314140536,0
6,4,0.993049572661606,0.26815932990273,0
5,4,0.990898178377767,0.72949663918743,0
1,5,0.99950006920606,0.903286357575206,0
2,5,0.998690546097866,0.991703493118766,0
4,5,0.99656227380636,0.929896524048985,0
3,5,0.995803349770337,0.242856276726716,0
6,5,0.994127825165912,0.11601340953562,0
5,5,0.989700689767565,0.712345561967299,0
1,6,0.999383656854408,0.995367210390696,0
2,6,0.998930102539385,0.799805793264732,0
4,6,0.996695347070188,0.485887240867491,0
3,6,0.993330002470087,0.709549706908813,0
6,6,0.991737811055419,0.683328268428803,0
5,6,0.991141119803685,0.733096205254984,0
1,7,0.999491761703654,0.959118238221546,0
2,7,0.998893038596913,0.912034830593817,0
4,7,0.996937865476951,0.897965720361472,0
3,7,0.993036603533865,0.173771660975589,0
6,7,0.993422833723318,0.619373791646536,0
5,7,0.990959464727055,0.0352143767122465,0
1,8,0.999439815425719,0.986811784823535,0
2,8,0.998769742475482,0.953623512281705,0
4,8,0.99645474493938,0.596142702901981,0
3,8,0.993409551019471,0.684618431927003,0
6,8,0.993649068343677,0.919427891182888,0
5,8,0.990291187078816,-0.196466234893217,0
1,9,0.999440032271333,0.95287521529139,0
2,9,0.998830617227173,0.927870022100791,0
4,9,0.99635954334876,0.0857364251474493,0
3,9,0.993587413330109,0.690131332383241,0
6,9,0.993973497747618,-0.169138735032544,0
5,9,0.99116139649704,0.486318847080795,0
1,10,0.999437357355727,0.993375757852746,0
2,10,0.998821297491298,0.933401939770061,0
4,10,0.99648733848152,0.919294766306727,0
3,10,0.993161623843016,0.637189351765724,0
6,10,0.995805042634041,-0.23687828076702,0
5,10,0.990652222343291,0.603652598987971,0
1,11,0.999430038113421,0.989637788711731,0
2,11,0.998995473143419,0.658247441283652,0
4,11,0.996713190976708,0.878673754700886,0
