"canonical_direction","fold","train","test","seed"
3,1,0.53238787002787,0.10687475561642,0
4,1,0.480599213358107,0.442377649560314,0
6,1,0.392216679725106,-0.133714461719735,0
1,1,0.444276683060079,0.11490499996371,0
2,1,0.326609028627591,0.451498136111102,0
5,1,0.304635342500995,0.518250969350091,0
3,2,0.521344874738806,0.0555213812148576,0
4,2,0.482168375781775,0.168712405044899,0
6,2,0.414609412164656,0.295968110806771,0
1,2,0.440042195952227,0.20759760404974,0
2,2,0.401606600464023,0.00863025900951921,0
5,2,0.33621963909378,-0.353758325795204,0
3,3,0.509448815778974,0.0552890685747628,0
4,3,0.501605026064028,-0.274644976992698,0
6,3,0.440539194170376,-0.389558648885963,0
1,3,0.428796774418152,0.132287794758682,0
2,3,0.368739964959787,0.0538409452564465,0
5,3,0.342836447144665,-0.539460282079725,0
3,4,0.490293223584911,0.0257533968800878,0
4,4,0.511358756208809,-0.448883267595707,0
6,4,0.450017971942838,-0.532614300240405,0
1,4,0.461589762798433,0.444760598612361,0
2,4,0.370520659356956,0.292882322739298,0
5,4,0.326798677244314,0.124156205018911,0
3,5,0.546095243488272,-0.566722654530801,0
4,5,0.405855321603901,0.117165641538255,0
6,5,0.448257368949704,0.574322534651284,0
1,5,0.376420993835969,0.887399310938736,0
2,5,0.345672340158959,0.307836778620524,0
5,5,0.314934070723522,-0.0915425992410051,0
3,6,0.512617438508916,0.443786950520775,0
4,6,0.458735890509299,-0.518621681045156,0
6,6,0.431919622061199,0.26277885369381,0
1,6,0.449109566408152,0.14179165533736,0
2,6,0.435211569411621,-0.269676858464467,0
5,6,0.329429160434658,-0.105938431607294,0
3,7,0.514263497600447,-0.767810646344204,0
4,7,0.476883435871307,0.385217324660929,0
6,7,0.458752062627071,-0.68259601428246,0
1,7,0.46947844205262,-0.107203939793635,0
2,7,0.381364696865372,0.0444014194719019,0
5,7,0.322783005485886,-0.357730885853641,0
3,8,0.499786091658885,0.24300565665234,0
4,8,0.471092253654758,-0.356632355436954,0
6,8,0.413266708098068,-0.476085497318198,0
1,8,0.449823153518469,0.457268465646965,0
2,8,0.390719069624543,0.113326893579043,0
5,8,0.31069326602128,0.433873188866071,0
3,9,0.543461934381191,-0.484260291367176,0
4,9,0.473972982471413,0.017304923224654,0
6,9,0.402375871261478,-0.0482071387316347,0
1,9,0.459029437553619,0.19151642203607,0
2,9,0.401406876579211,-0.12995110446486,0
5,9,0.35523058675772,-0.401718788608933,0
3,10,0.514522367759073,-0.020489480103823,0
4,10,0.469694645582483,0.392116285372715,0
6,10,0.41230473633387,-0.517948217866483,0
1,10,0.470648784882355,-0.350035023942111,0
2,10,0.379540737773863,-0.226438700458535,0
5,10,0.328351645464568,-0.885297855506023,0
3,11,0.51342491787747,-0.0475343648639602,0
4,11,0.479404597669103,-0.542629477251464,0
6,11,0.455024313368528,-0.469885047552872,0
1,11,0.446079250865659,-0.558927919472392,0
2,11,0.366462916792895,-0.0153815715344339,0
5,11,0.357255869827924,-0.11250700154794,0
3,12,0.491674792822275,0.324358121167771,0
4,12,0.4858898860941,-0.147265340395425,0
6,12,0.396743622478784,-0.517013591651868,0
1,12,0.476580436135011,-0.116931560778647,0
2,12,0.363857897138698,0.430341012871727,0
5,12,0.294103402026047,0.00275834958144902,0
3,13,0.503620515216043,-0.0223427491107508,0
4,13,0.465318544919747,0.520075573225011,0
6,13,0.409154196969674,0.133400226505249,0
1,13,0.457711944586736,0.505198002066742,0
2,13,0.379885910508053,-0.49390373097057,0
5,13,0.33175572284786,-0.0466316517486845,0
3,14,0.501745368776363,0.739613184041656,0
4,14,0.498736079941848,0.0769417109926821,0
6,14,0.437111029399301,-0.754557768065877,0
1,14,0.49693097795789,-0.450644931797561,0
2,14,0.387024347062995,-0.115092537640623,0
5,14,0.336862106778465,-0.00579948672989757,0
3,15,0.499526258398547,-0.213268415364306,0
4,15,0.472487061797518,-0.655171804731764,0
6,15,0.391852527088279,0.344902595678513,0
1,15,0.429037962637579,0.748193648811908,0
2,15,0.379528683945828,-0.317284077918057,0
5,15,0.312038503261996,-0.326803832015957,0
2,1,0.707140207084998,-0.127325425047655,1
1,1,0.670400654026459,0.554561248755859,1
5,1,0.61984601043624,-0.252790509169,1
3,1,0.532700397362351,-0.000394619754660925,1
4,1,0.480769764753071,0.585752787822446,1
6,1,0.42563446140407,-0.238456293469091,1
2,2,0.715670215425199,-0.324637655551305,1
1,2,0.687549553264453,0.526409638317614,1
5,2,0.625402705700485,-0.446358535430884,1
3,2,0.532737460737499,0.425556583201395,1
4,2,0.501832387121395,-0.163285188759707,1
6,2,0.394304121750201,-0.285949254816622,1
2,3,0.704671386590955,0.195584382548685,1
1,3,0.684875282991837,0.321607714939531,1
5,3,0.609173677876576,-0.326447516850776,1
3,3,0.54778936468653,0.282844167621614,1
4,3,0.469300670418927,0.425741717863676,1
6,3,0.392105646561497,-0.406175360226616,1
2,4,0.708707041438032,0.514473882206587,1
1,4,0.664719367389294,0.799368701825648,1
5,4,0.595382352771398,-0.240166063016538,1
3,4,0.524534246881767,-0.026689998287362,1
4,4,0.482137419932182,0.791035854610302,1
6,4,0.388187844504756,0.111711305178488,1
2,5,0.690086567372513,0.333742823545108,1
1,5,0.633619569851763,0.144655410958288,1
5,5,0.557906411189781,0.269824548988324,1
3,5,0.513026823552032,-0.309356166441325,1
4,5,0.47805619285131,0.399789524755744,1
6,5,0.365953470551404,0.586611400740113,1
2,6,0.713461862362496,0.299039244777912,1
1,6,0.695861645830923,0.319486739858309,1
5,6,0.617998650676231,-0.429524698101789,1
3,6,0.543555254199538,-0.111069750091135,1
4,6,0.507828611727116,-0.0101535076701822,1
6,6,0.414542508253981,-0.225558781504462,1
2,7,0.682550261722981,0.648756639893297,1
1,7,0.693796523244857,0.369480059659458,1
5,7,0.598218473582858,0.241094780667352,1
3,7,0.537765284437017,-0.0267610780349561,1
4,7,0.496412189495554,0.17387208712409,1
6,7,0.398346527422843,-0.199867181457556,1
2,8,0.733871344365855,0.279313488975828,1
1,8,0.701889191335509,0.713168468510529,1
5,8,0.639157572050398,-0.0780391385050141,1
3,8,0.513392618513455,0.112446547373341,1
4,8,0.442555232639751,0.190239675631959,1
6,8,0.386161032103371,0.338788240296381,1
2,9,0.704505448634582,-0.231025093807805,1
1,9,0.61294673832963,0.631189189141516,1
5,9,0.556763811003262,0.234238686604758,1
3,9,0.520374018730828,0.498382428430368,1
4,9,0.501871829952468,-0.12506121720322,1
6,9,0.430858868949394,-0.364873510032289,1
2,10,0.717094334860947,0.506089499190594,1
1,10,0.671874075836152,0.254865030666494,1
5,10,0.582408719537304,0.332162955659238,1
3,10,0.548493260315281,0.0351944909911094,1
4,10,0.495917306785528,0.0583429552750125,1
6,10,0.420724163565315,-0.280944885272047,1
2,11,0.712062767266788,0.00635437412893566,1
1,11,0.687928594894138,0.49934958247041,1
5,11,0.61381708713726,-0.143334666967199,1
3,11,0.543314507564836,-0.533888902858523,1
4,11,0.517793414135145,-0.603615225818155,1
6,11,0.415111897818262,-0.648719960223893,1
2,12,0.712910858980218,0.0713657491419485,1
1,12,0.68007115477674,-0.0815458259563279,1
5,12,0.59734872507644,0.604033599021053,1
3,12,0.521138457627625,0.51267789335054,1
4,12,0.496184575723254,-0.439467594454569,1
6,12,0.405574893333276,-0.330743907629771,1
2,13,0.699557329201608,0.374751593493979,1
1,13,0.678563558449173,-0.109341394244173,1
5,13,0.596634059649862,-0.516850333040186,1
3,13,0.517411610320307,0.476509847653111,1
4,13,0.494550150195447,-0.544907910912617,1
6,13,0.393187486634734,-0.592881887425468,1
2,14,0.761018583562267,-0.0345714282324345,1
1,14,0.707271249775238,-0.194960612318833,1
5,14,0.623320216244513,0.0194529173946512,1
3,14,0.538766880779557,-0.109058237600684,1
4,14,0.493032181996852,0.287246232842879,1
6,14,0.397547761426232,-0.507138577881302,1
2,15,0.689523319893572,0.671433251598063,1
1,15,0.692792564964369,0.104932379968089,1
5,15,0.566066006121927,0.504787718904218,1
3,15,0.527545011383064,-0.678287855304135,1
4,15,0.509342425655004,-0.70490154704653,1
6,15,0.361796305236147,0.364429621861938,1
6,1,0.727666334373042,-0.452365061460293,2
4,1,0.669895351748807,-0.53855341194582,2
