fold,j,evr,method,split
8,1,0.02576369112419584,CCA,test
8,1,0.1650529984690497,PCA,train
8,1,0.10738100085583402,PCA,test
8,2,0.07857903843981866,CCA,train
8,2,0.03423757615810293,CCA,test
8,2,0.26284874723542173,PCA,train
8,2,0.11989159703844372,PCA,test
8,3,0.08719448451135434,CCA,train
8,3,0.036630508761408435,CCA,test
8,3,0.3169402503395541,PCA,train
8,3,0.17101866415229675,PCA,test
9,1,0.048006548519551835,CCA,train
9,1,0.03845069449411146,CCA,test
9,1,0.15658409809222829,PCA,train
9,1,0.19494737975974216,PCA,test
9,2,0.08198418746467268,CCA,train
9,2,0.054790674722186045,CCA,test
9,2,0.25569641713794133,PCA,train
9,2,0.20450368817775097,PCA,test
9,3,0.09075530870080398,CCA,train
9,3,0.05653714993704684,CCA,test
9,3,0.3036105728563708,PCA,train
9,3,0.2377261795128657,PCA,test
10,1,0.04695196457895653,CCA,train
10,1,0.03915392830777271,CCA,test
10,1,0.16001944150745182,PCA,train
10,1,0.17200824265454678,PCA,test
10,2,0.07437158685383423,CCA,train
10,2,0.09592593666353637,CCA,test
10,2,0.25080060349080097,PCA,train
10,2,0.2583267993236825,PCA,test
10,3,0.08269107800792393,CCA,train
10,3,0.10337442259774401,CCA,test
10,3,0.30827412853188263,PCA,train
10,3,0.268488310049109,PCA,test
11,1,0.04378936200629828,CCA,train
11,1,0.044736723727317435,CCA,test
11,1,0.15826084243720034,PCA,train
11,1,0.20777175818095622,PCA,test
11,2,0.0759316372875797,CCA,train
11,2,0.0523468234382801,CCA,test
11,2,0.25372881970557354,PCA,train
11,2,0.2272054182209363,PCA,test
11,3,0.08409085594222633,CCA,train
11,3,0.055284303775993644,CCA,test
11,3,0.3067975200686815,PCA,train
11,3,0.2970644698615938,PCA,test
12,1,0.04561364199919932,CCA,train
12,1,0.03127896974949442,CCA,test
12,1,0.1597553761557005,PCA,train
12,1,0.17147763190745846,PCA,test
12,2,0.07752847964689305,CCA,train
12,2,0.05835651463134088,CCA,test
12,2,0.25465491512018856,PCA,train
12,2,0.20727371433724373,PCA,test
12,3,0.0862546858200738,CCA,train
12,3,0.06392045461166733,CCA,test
12,3,0.3125143630236102,PCA,train
12,3,0.2185981496476715,PCA,test
13,1,0.04554491628449271,CCA,train
13,1,0.024369820245851926,CCA,test
13,1,0.16608740447309064,PCA,train
13,1,0.06713962646344261,PCA,test
13,2,0.07406451393223352,CCA,train
13,2,0.07488583488504538,CCA,test
13,2,0.24693443941033527,PCA,train
13,2,0.32806220868519176,PCA,test
13,3,0.08239065797183695,CCA,train
13,3,0.08354612716008429,CCA,test
13,3,0.3043479191995061,PCA,train
13,3,0.32862109898837033,PCA,test
14,1,0.044057437050618195,CCA,train
14,1,0.04594673279254048,CCA,test
14,1,0.16359801746081074,PCA,train
14,1,0.12291017645974185,PCA,test
14,2,0.07305018718470777,CCA,train
14,2,0.08781553017930427,CCA,test
14,2,0.2483454442172161,PCA,train
14,2,0.2937518568603143,PCA,test
14,3,0.0815956560730899,CCA,train
14,3,0.09249785951314021,CCA,test
14,3,0.306390438682331,PCA,train
14,3,0.29900221798379606,PCA,test
15,1,0.04502795260234007,CCA,train
15,1,0.032099710311289546,CCA,test
15,1,0.16047537577502524,PCA,train
15,1,0.1596626905381051,PCA,test
15,2,0.07774844888573493,CCA,train
15,2,0.039514845399358144,CCA,test
15,2,0.258908060086814,PCA,train
15,2,0.16939842069087233,PCA,test
15,3,0.08576211686091861,CCA,train
15,3,0.052739051219539534,CCA,test
15,3,0.30956568326464534,PCA,train
15,3,0.25051297905650455,PCA,test
