fold,cd,null_mean,null_sd
1,1,1.5394442719835562,0.022631012828838025
1,2,1.5471394803596945,0.01647624768094225
1,3,1.5303897381256004,0.02393076307447697
2,1,1.536301470747148,0.02552239692182118
2,2,1.5478038740250109,0.017698157365144823
2,3,1.5270833026979722,0.021234417920956098
3,1,1.5389673914890045,0.02012091594385631
3,2,1.548149119245927,0.01767779634029494
3,3,1.5044438131509499,0.02603064566105942
4,1,1.5383328448760658,0.024146252871790563
4,2,1.5468221968737166,0.016674434983468076
4,3,1.5350271217386697,0.023696231798382972
5,1,1.5460446517849464,0.01928244898383446
5,2,1.5458246444640138,0.017548884146194696
5,3,1.5362800568941524,0.02368514921575798
6,1,1.545312326794635,0.020251665814642834
6,2,1.5513169062006422,0.01473858247624882
6,3,1.5347785383724497,0.024294686259985182
7,1,1.5450990261912887,0.01813146313089781
7,2,1.541100966442579,0.02182388784382182
7,3,1.5384628195491117,0.022135800869100598
8,1,1.538748770773934,0.02221857583502142
8,2,1.5487557238051588,0.01752513567833177
8,3,1.5262937564165546,0.02412503589945676
9,1,1.538426554970806,0.022507535809657944
9,2,1.5418351104033525,0.01896828193882719
9,3,1.53015006449678,0.02224164507460811
10,1,1.5237064543075345,0.021968214220975193
10,2,1.545417356620246,0.01921160342720773
10,3,1.5309148899960812,0.026293392311560082
11,1,1.5351461811319387,0.02276497393480884
11,2,1.5423558838310736,0.01864169458095975
11,3,1.529599658821554,0.023542627345883194
12,1,1.537036138175049,0.022272723807175213
12,2,1.545417977435307,0.018521355282390975
12,3,1.530774080493234,0.026771912996630537
13,1,1.5365689666187623,0.020920556131171875
13,2,1.5490475779248392,0.017770600208311588
13,3,1.5243464774217634,0.021984092337211904
14,1,1.5399267694062204,0.020389520372575708
14,2,1.5473589680433542,0.018267003130293467
14,3,1.5157306796248764,0.02752563196803434
15,1,1.5389561837795087,0.019982855518516574
15,2,1.5455537640469115,0.021460839295186006
15,3,1.5361669685900954,0.022126622511893967
