"canonical_direction","fold","train","test"
1,1,0.869182017767009,0.829583455371847
3,1,0.72796488611307,0.348829059440113
2,1,0.69453960555356,0.711498565374005
5,1,0.59869184730284,0.603881916067856
4,1,0.560159913572748,0.694525612865131
1,2,0.865385980183116,0.884581393837015
3,2,0.739423616985037,0.346227632630038
2,2,0.691584003597965,0.307441482102538
5,2,0.592959378364232,0.690730856246236
4,2,0.565299678343662,0.70510450792749
1,3,0.864257591176503,0.940446657098109
3,3,0.709484218140069,0.241840720086463
2,3,0.714476466340122,0.785330191770024
5,3,0.615841220065762,-0.155542819381032
4,3,0.570691861860817,0.517849497558404
1,4,0.867366844541186,0.848888590554342
3,4,0.70960346133294,0.730359125446028
2,4,0.700453628148186,0.786552561988902
5,4,0.594852104650543,0.397335675356852
4,4,0.579105035908029,0.195349009198619
1,5,0.878610613201696,0.673226362971787
3,5,0.716446755304234,0.178349717497791
2,5,0.703788345089341,0.749126790322942
5,5,0.61580248070871,-0.0711972418589258
4,5,0.578734580656555,0.265725014460568
1,6,0.868189669672082,0.817517971023258
3,6,0.711528485294596,0.483128609503702
2,6,0.711730045041316,0.566950054732184
5,6,0.587156036270875,-0.151423884664199
4,6,0.602784698308704,0.522792016509607
1,7,0.858664894050232,0.908729479772034
3,7,0.711877253173992,0.638729347919168
2,7,0.705759925717077,0.646121710991431
5,7,0.580197596099602,0.716675960927357
4,7,0.588703547832126,0.0494146946056434
1,8,0.861998629592897,0.902765493832907
3,8,0.719716432708712,0.542501033704866
2,8,0.684474692878941,0.52033563191469
5,8,0.612526668206948,0.427613491422698
4,8,0.56348957865678,0.645450415438291
1,9,0.871568544512585,0.705366157940255
3,9,0.699292787124293,0.396159955943005
2,9,0.733936279961501,0.486072689216751
5,9,0.591356438670043,0.538990378584499
4,9,0.577286155075956,0.546262760252145
1,10,0.869314481127992,0.854387829993241
3,10,0.689881703798,0.294307182256528
2,10,0.733318330823217,0.732256852876053
5,10,0.602871951628939,0.413773713129386
4,10,0.580039226509086,-0.0655056331288945
1,11,0.866433072193748,0.825862825364648
3,11,0.698900591814722,0.110417503560532
2,11,0.731421224812835,0.461923412264074
5,11,0.600236738739702,0.487752762079893
4,11,0.574220016117631,0.414599855206753
1,12,0.865633655262484,0.888248365832822
3,12,0.677960251364293,0.752049144511877
2,12,0.732040653697365,0.477929826166863
5,12,0.60015211944948,0.513996796746918
4,12,0.576268889598278,0.306894353338698
1,13,0.862250916389879,0.91576585582388
3,13,0.726437857906207,0.52322706188045
2,13,0.677345992318623,0.711434326595721
5,13,0.617915264419648,0.190491645154464
4,13,0.569220185767881,0.442572827280738
1,14,0.868467511295784,0.79487561462609
3,14,0.708064649518858,0.720770747071437
2,14,0.706553029808714,0.57586933439759
5,14,0.597134860736211,0.533705213039631
4,14,0.592682780017625,0.266734965242949
1,15,0.870636169707581,0.72324397879338
3,15,0.716563768387214,0.652783341044224
2,15,0.698025060512769,0.694445052396589
5,15,0.608183490577083,0.166898861340647
4,15,0.59025299283067,0.384047522350981
