canonical_direction,fold,lambda
1,1,0.928627817932878
1,2,0.9228709487181315
1,3,0.911029153085305
1,4,0.9201087809386512
1,5,0.9147767753536512
1,6,0.9312109201506619
1,7,0.9161254819825928
1,8,0.9199312852896494
1,9,0.9158239042150476
1,10,0.9198058475745188
1,11,0.9185135799237344
1,12,0.9183635357419748
1,13,0.9204598191023327
1,14,0.91675297509271
1,15,0.91794840936394
