canonical_direction,fold,lambda
2,1,0.9037791089868017
2,2,0.9067516793575936
2,3,0.8988036315716941
2,4,0.892661521993775
2,5,0.8967189726885605
2,6,0.893171705747757
2,7,0.8995445438327085
2,8,0.8901406040003123
2,9,0.8930555217354134
2,10,0.8963425209499805
2,11,0.8918651658008545
2,12,0.9006863962236238
2,13,0.8929473038156991
2,14,0.896832339852528
2,15,0.881128178622726
