"canonical_direction","fold","train","test"
1,1,0.999432262209652,0.952879322591859
2,1,0.999019178804667,0.848348309746734
4,1,0.995697827976846,0.934013268729217
3,1,0.993625268925572,0.835250208335712
6,1,0.995029749301222,0.685713082240359
5,1,0.990318569388599,0.2695503522987
1,2,0.99919652285559,0.986850460354219
2,2,0.998980457595062,0.698968546398812
4,2,0.995372777244396,0.869167027414243
3,2,0.993934416595034,0.847898144173217
6,2,0.994231681235054,0.721357074057508
5,2,0.991296554123883,-0.268907337310522
1,3,0.999263604442856,0.897929834373766
2,3,0.998802826187275,0.955238376238281
4,3,0.997410675752547,0.511617467661413
3,3,0.995167478167989,0.839859468817561
6,3,0.9944315973317,0.897441812014373
5,3,0.991441044086487,0.366965642562406
1,4,0.999239308555914,0.962893320485062
2,4,0.998863780531887,0.924282415856279
4,4,0.995111464493871,-0.339966540620081
3,4,0.993872603046702,0.675032036901615
6,4,0.994360377345685,0.460158036863161
5,4,0.989575963485577,0.813989707398773
1,5,0.999173545218731,0.991531709111708
2,5,0.99893591560483,0.751998647684431
4,5,0.994987033249493,0.714201001046019
3,5,0.993799313137541,0.968787207080287
6,5,0.994346036320085,0.748574889606705
5,5,0.99036509157795,0.58857707598692
1,6,0.999567548642197,0.941259853967674
2,6,0.998812779105211,0.989396018666586
4,6,0.995009264017667,0.906464121655196
3,6,0.994072405422282,0.870048086926888
6,6,0.994020865023691,0.500255265867226
5,6,0.990091067958449,0.555231384747798
1,7,0.99915700579635,0.932495182732135
2,7,0.998887367831067,0.971609697654911
4,7,0.994932306565074,0.915429619029332
3,7,0.9935493076592,0.559588209129996
6,7,0.994349992038457,0.611768314632948
5,7,0.989754431815664,0.622586962772304
1,8,0.999186887646496,0.9196861718678
2,8,0.998916364609772,0.807902098703866
4,8,0.994525608972829,0.885309556133898
3,8,0.993717941776714,0.84748932122987
6,8,0.993919308424606,0.898949622146699
5,8,0.989998051449923,0.651340517064413
1,9,0.999164738637306,0.979158099882359
2,9,0.998948620596108,0.789033409735503
4,9,0.995269343451219,0.861304208707054
3,9,0.99389210146954,0.648633399300594
6,9,0.991273781504471,0.677567812157335
5,9,0.991102666018104,0.838968113672503
1,10,0.999320728912568,0.915577214227267
2,10,0.998872694972582,0.98888845123564
4,10,0.996550403685868,-0.280033426887366
3,10,0.994309361691581,0.803466721185441
6,10,0.994676404985953,0.399484020737658
5,10,0.989899329280217,0.829787792838341
1,11,0.999195510156218,0.997490711873568
2,11,0.998999879311934,0.686185753474773
4,11,0.996061718841478,0.855715071244319
3,11,0.99451125928039,0.800946283145576
6,11,0.995554200472458,0.333084129434131
5,11,0.990323446729283,0.689336871924346
1,12,0.999187072325833,0.96042371231224
2,12,0.998868291492998,0.925640760069656
4,12,0.994874904727429,0.754729285569287
3,12,0.993845046355563,0.60223805532821
6,12,0.994721070272653,-0.600543243354529
5,12,0.990163081569438,-0.371004186496202
1,13,0.999194797326279,0.945696089820108
2,13,0.998992584161605,0.993138188656988
4,13,0.995409939656049,-0.334657550034551
3,13,0.993978920095242,0.833365742864941
6,13,0.994327109838128,0.52652494899757
5,13,0.990502223765083,0.504027323091604
1,14,0.999165638849836,0.996915673848571
2,14,0.998763115718446,0.980131014240165
4,14,0.995071580522451,0.866952797667452
3,14,0.993733180277834,0.802516116217265
6,14,0.992943124549602,0.545988635287521
5,14,0.990869702803773,0.441439132496063
1,15,0.999174764139538,0.995651321186867
2,15,0.998869856081403,0.976221032558847
4,15,0.995028796400004,0.677394459062242
3,15,0.994368225485616,0.942824992626014
6,15,0.994393727220514,-0.319947658175306
5,15,0.991239925742049,0.630016573813198
