fold,j,evr,method,split
14,2,0.013250607726891466,PCA,test
14,3,0.03245492828753754,CCA,train
14,3,0.014235250373059671,CCA,test
14,3,0.08234652732566371,PCA,train
14,3,0.025424059700639004,PCA,test
14,4,0.04099537363084814,CCA,train
14,4,0.018596096422709433,CCA,test
14,4,0.10114060649416425,PCA,train
14,4,0.03320479627793974,PCA,test
15,1,0.017017747744661204,CCA,train
15,1,0.014542254683018717,CCA,test
15,1,0.033617054719375865,PCA,train
15,1,0.013269837412266861,PCA,test
15,2,0.025669932782251006,CCA,train
15,2,0.01659417641620719,CCA,test
15,2,0.05842236753148841,PCA,train
15,2,0.01637413626646296,PCA,test
15,3,0.0316288918871259,CCA,train
15,3,0.018642797342496832,CCA,test
15,3,0.08230569211718322,PCA,train
15,3,0.021727676141257726,PCA,test
15,4,0.04022992255149407,CCA,train
15,4,0.02191521080212519,CCA,test
15,4,0.10018528395422506,PCA,train
15,4,0.04058183349929376,PCA,test
