canonical_direction,fold,shuffle_id,tau_D
1,5,4,4.719870832504388
1,5,5,4.836052395991808
1,5,6,4.825049677150379
1,5,7,4.803983366149795
1,5,8,4.955060637799883
1,5,9,4.864949120684611
1,5,10,5.047886766530135
1,5,11,4.798419318168519
1,5,12,4.88356423698069
1,5,13,4.753571848156817
1,5,14,4.765901755266237
1,5,15,5.233628787887652
1,5,16,4.653655844207138
1,5,17,4.826454658718548
1,5,18,4.948654915740199
1,5,19,4.818901329871268
1,5,20,4.6643204066705675
1,5,21,4.967048275307198
1,5,22,4.807535053247513
1,5,23,4.6988928205090685
1,5,24,4.8276289926857805
1,5,25,5.048866718548859
1,5,26,4.706215676711526
1,5,27,4.713906848449385
1,5,28,4.940306034084258
1,5,29,4.76793416179052
1,5,30,5.041315448361614
1,5,31,4.688066090988881
1,5,32,4.825526284961966
1,5,33,5.01693387668227
1,5,34,5.110021183440608
1,5,35,4.689283117905207
1,5,36,5.007636802954944
1,5,37,4.711053777647746
1,5,38,4.952206293739028
1,5,39,4.94299041881217
1,5,40,5.3999889400234045
1,5,41,5.137093085868928
1,5,42,4.824554528232884
1,5,43,4.868149800906963
1,5,44,4.768630085868928
1,5,45,5.0371947815974245
1,5,46,4.8674933515213565
1,5,47,4.834458342744294
1,5,48,4.836118181831479
1,5,49,4.716977449385605
1,5,50,5.046091642188413
1,5,51,4.837747885751901
1,5,52,5.165055920275014
1,5,53,4.9140412384435335
1,5,54,4.8960825377413695
1,5,55,4.927458806612052
1,5,56,5.206274531304856
1,5,57,4.936599135751901
1,5,58,5.218730004534815
1,5,59,5.027488227033353
1,5,60,4.919003790813341
1,5,61,5.333847303101228
1,5,62,4.7147839401696885
1,5,63,4.823125391603276
1,5,64,4.843916647600935
1,5,65,4.6526841979227616
1,5,66,4.848823671445289
1,5,67,5.4156115017554125
1,5,68,4.801485460649501
1,5,69,4.7125820724107665
1,5,70,4.863449145114101
1,5,71,4.987122426272673
1,5,72,5.092086844353422
1,5,73,5.098293546664715
1,5,74,4.926518852691632
1,5,75,5.041424210064364
1,5,76,4.889467787887654
1,5,77,4.778636549151551
1,5,78,4.887176397162083
1,5,79,4.968436953774136
1,5,80,4.888853825190168
1,5,81,5.041059254095963
1,5,82,4.718023562317144
1,5,83,4.694522790959625
1,5,84,4.880586177442949
1,5,85,4.668603350204798
1,5,86,4.980767342890578
1,5,87,4.874343556904622
1,5,88,4.8297855729959025
1,5,89,5.180925835576359
1,5,90,4.7314218662960785
1,5,91,5.343603013311878
1,5,92,5.016648687536571
1,5,93,5.115114168519601
1,5,94,4.808868458894089
1,5,95,5.01149470655354
1,5,96,4.914298254095962
1,5,97,5.024814331334113
1,5,98,4.925493391018138
1,5,99,5.159845333820948
1,5,100,4.727545872586307
1,6,1,5.452344869075481
1,6,2,4.6757223869221765
1,6,3,4.921077095084844
1,6,4,4.845519299736688
1,6,5,4.733689855909888
1,6,6,4.884389474400233
1,6,7,4.861857524722059
1,6,8,5.031056382826213
1,6,9,4.776158134435342
1,6,10,5.02935503042715
1,6,11,4.958168653891163
1,6,12,4.791958142919835
1,6,13,4.862689776770042
1,6,14,4.989713330602691
1,6,15,4.7100361357519
1,6,16,4.899601329724983
1,6,17,4.856354194411935
1,6,18,4.955571048858983
1,6,19,4.642039910327677
1,6,20,4.966069207431246
1,6,21,4.98805120860152
1,6,22,4.854274553686365
1,6,23,4.984012620538326
1,6,24,5.139257331334114
1,6,25,5.107443841720303
1,6,26,5.059992234786424
1,6,27,4.753751988882387
1,6,28,5.058634342451725
1,6,29,4.9827124409011105
1,6,30,4.908279845669982
1,6,31,4.804907104008191
1,6,32,4.737628245904037
1,6,33,4.8939057042129885
1,6,34,5.094111352691631
1,6,35,4.775860766676418
1,6,36,5.023801090403745
1,6,37,4.9251559812756
1,6,38,4.8749824268578115
1,6,39,4.960070883265067
1,6,40,5.157266019894675
1,6,41,4.844081240198946
1,6,42,5.174458668665886
1,6,43,4.8993197874488
1,6,44,4.673012769016967
1,6,45,5.17582448566413
1,6,46,4.82122025906963
1,6,47,4.879722407840842
1,6,48,4.885836965038033
1,6,49,4.7962211440901115
1,6,50,5.167058097864247
1,6,51,4.784577898624926
1,6,52,4.947770743124634
1,6,53,4.917591639701579
1,6,54,4.642346008484494
1,6,55,5.103923931246341
1,6,56,5.507763771357518
1,6,57,5.0933703295787
1,6,58,5.307184303832649
1,6,59,4.975884144236395
1,6,60,4.9365472785254525
1,6,61,5.033764005997659
1,6,62,4.800602919689875
1,6,63,5.012178960210649
1,6,64,4.9797218102691625
1,6,65,4.666421644528964
1,6,66,5.081062221035693
1,6,67,4.969484120392042
1,6,68,4.817196636775892
1,6,69,4.603723152282036
1,6,70,4.813048274283207
1,6,71,5.096822020333526
1,6,72,5.095390052223522
1,6,73,4.947753994587477
1,6,74,4.806297518431831
1,6,75,5.093030387653598
1,6,76,4.740303156524282
1,6,77,5.024430863077822
1,6,78,4.837726901111761
1,6,79,5.133414974839085
1,6,80,4.995242914569922
1,6,81,5.102554356495025
1,6,82,4.798972206992393
1,6,83,5.104827760239905
1,6,84,4.672112769894675
1,6,85,4.80230862770626
1,6,86,4.918784347425394
1,6,87,4.7975031053247505
1,6,88,4.708458061000585
1,6,89,5.103602337185488
1,6,90,4.750761153744881
1,6,91,5.2190509938560545
1,6,92,4.983150567290813
1,6,93,5.19956594821533
1,6,94,4.696628240052662
1,6,95,4.992130908572262
1,6,96,5.071637236541838
1,6,97,4.874482668958454
1,6,98,4.769486409011117
1,6,99,5.485880686658864
1,6,100,4.789456263458162
1,7,1,5.5946619429490925
1,7,2,5.016687804710356
1,7,3,4.87957778013458
1,7,4,4.818001501755412
1,7,5,4.816891189145698
1,7,6,4.954446368051491
1,7,7,4.8344906666179055
1,7,8,4.914536343329432
1,7,9,4.665102799736688
1,7,10,4.754101457431246
1,7,11,4.8902136145406665
1,7,12,4.884037663692218
1,7,13,4.922743819046225
1,7,14,4.937308946167348
1,7,15,5.024192946313633
1,7,16,4.808002649941485
1,7,17,4.934158360737272
1,7,18,4.953345475716793
1,7,19,4.694540265944997
1,7,20,4.761411977764774
1,7,21,4.694377373756583
1,7,22,4.90137544689877
1,7,23,4.7195078562024575
1,7,24,4.829714016968987
1,7,25,5.02675678847279
1,7,26,4.941775945143358
1,7,27,4.957115118636629
1,7,28,4.944265312609712
1,7,29,4.9230159174956105
1,7,30,5.021285520040959
1,7,31,4.875385513165593
1,7,32,5.163581201579871
1,7,33,4.837730423932123
1,7,34,5.059885595962551
1,7,35,4.806044372586307
1,7,36,4.75359227706261
1,7,37,4.720809002486834
1,7,38,4.981465198507899
1,7,39,4.925235327677003
1,7,40,4.8743827734054985
1,7,41,5.067605654183732
1,7,42,5.09583168987712
1,7,43,5.029732683001756
1,7,44,4.832593933148039
1,7,45,4.951741636775891
1,7,46,4.676564305002924
1,7,47,4.973225331480397
1,7,48,4.8684538759508476
1,7,49,4.593424362053832
1,7,50,4.992465625511994
1,7,51,4.794817406524283
1,7,52,5.311621389262727
1,7,53,4.844736379169103
1,7,54,4.793824144090111
1,7,55,4.821478947337624
1,7,56,5.2333250226740775
1,7,57,4.977131303393796
1,7,58,5.193304513019308
1,7,59,5.0293080122878875
1,7,60,5.2112525310122875
1,7,61,5.119862316998243
1,7,62,4.915388104447044
1,7,63,4.728333480690462
1,7,64,4.6944644808367455
1,7,65,4.608284848741954
1,7,66,5.021720026477471
1,7,67,4.958089997952018
1,7,68,4.7846649034523105
1,7,69,4.652326116881217
1,7,70,5.108261269455822
1,7,71,5.217597876828553
1,7,72,4.8006065187244
1,7,73,4.9750143153891155
1,7,74,4.894198619953188
1,7,75,4.9775374799590395
1,7,76,4.894807742100643
1,7,77,4.891214280573434
1,7,78,4.596055368197776
1,7,79,5.002841538180221
1,7,80,4.942288554271503
1,7,81,4.797454180222353
1,7,82,5.1863344379754235
1,7,83,4.651079143212404
1,7,84,5.0360806748098295
1,7,85,4.850431791691047
1,7,86,4.85211075438853
1,7,87,4.823594239321239
1,7,88,5.0339742497074305
1,7,89,5.034226025892334
1,7,90,4.87623695991808
1,7,91,5.409782654183734
1,7,92,4.84112940111176
1,7,93,5.458410938121707
1,7,94,4.859739483177296
1,7,95,4.928246628730251
1,7,96,5.018809509654768
1,7,97,5.00790790944997
1,7,98,4.755353812609712
1,7,99,5.077537593768285
1,7,100,4.752031876974839
1,8,1,5.578591927296664
1,8,2,4.85947958996489
1,8,3,4.9248700108250425
1,8,4,4.878081973522528
1,8,5,4.804438637946167
1,8,6,4.893343314365126
1,8,7,5.026951240784084
1,8,8,4.8976730655354
1,8,9,4.717671272674078
1,8,10,4.9192914733762425
1,8,11,5.080835447337624
1,8,12,4.893649290228202
1,8,13,4.802364122732592
1,8,14,4.91437212770626
1,8,15,5.133410895699238
1,8,16,4.849656618197775
1,8,17,5.021286994587476
1,8,18,4.996060709186659
1,8,19,4.802324934610883
1,8,20,4.721686041105909
1,8,21,4.907414656670568
1,8,22,4.9379671730544175
1,8,23,4.721907119075482
1,8,24,4.879305308074897
1,8,25,4.849988510971328
1,8,26,5.060576317144528
1,8,27,4.822766615272088
1,8,28,5.011043562902281
1,8,29,4.965327660327676
1,8,30,5.1208525234055005
1,8,31,4.929412347717962
1,8,32,5.064806246635459
1,8,33,4.881207876828554
1,8,34,5.102335343183148
1,8,35,4.917789047688707
1,8,36,4.863233913692218
1,8,37,4.79979716413107
1,8,38,5.089476218841428
1,8,39,4.946738068607372
1,8,40,5.394966961673492
1,8,41,4.916964314803978
1,8,42,5.3691125251609115
1,8,43,4.990513517700409
1,8,44,4.8191031983616135
1,8,45,4.803792758777061
1,8,46,4.773959901843182
1,8,47,4.829062934610883
1,8,48,4.858810683879462
1,8,49,4.6938927248390865
1,8,50,5.311003258630778
1,8,51,4.744895334406085
1,8,52,4.984769561439437
1,8,53,4.87416043519602
1,8,54,4.864230201287302
1,8,55,4.888636800468109
1,8,56,5.453800944411936
1,8,57,4.781450062024575
1,8,58,5.234556898624927
1,8,59,5.101280711527209
1,8,60,4.9296260814803965
1,8,61,4.937624344499707
1,8,62,4.974113223083673
1,8,63,4.908763542715037
1,8,64,4.817214274722059
1,8,65,4.746065247513165
1,8,66,5.091445803540081
1,8,67,4.875400181685195
1,8,68,4.836656500731421
1,8,69,4.733972240052663
1,8,70,5.0614394786424795
1,8,71,5.063874979373901
1,8,72,4.817531755997658
1,8,73,5.002786489467524
1,8,74,4.733288931392626
1,8,75,4.984635900965476
1,8,76,4.896391920275015
1,8,77,5.294114185049736
1,8,78,4.810899577823288
1,8,79,4.973255419543592
1,8,80,4.882187884289056
1,8,81,5.2331520934757165
1,8,82,4.916760054710357
1,8,83,4.7388060795787
1,8,84,4.8778880665593904
1,8,85,4.635221708455236
1,8,86,4.956491052223521
1,8,87,4.777612473229959
1,8,88,4.922132825190169
1,8,89,5.0216719120830895
1,8,90,4.886361632533646
1,8,91,5.343609649210063
1,8,92,4.98583889306612
1,8,93,4.9867335288180215
1,8,94,4.7778566977764765
1,8,95,4.965633692949091
1,8,96,4.953848441486248
1,8,97,4.889201979812755
1,8,98,4.768200081334113
1,8,99,5.096132378583967
1,8,100,4.8553148800468104
1,9,1,5.4643395561732
1,9,2,4.919668900965476
1,9,3,4.890842447191338
1,9,4,4.7581694711819775
1,9,5,5.00565867012873
1,9,6,4.938701356641309
1,9,7,5.085230153159742
1,9,8,5.028010763019309
1,9,9,5.274702047103569
1,9,10,4.894202567437097
1,9,11,4.904407346547687
1,9,12,4.764061528818021
1,9,13,4.787703338063195
1,9,14,5.063537838794615
1,9,15,4.916843866734931
1,9,16,4.680194865125804
1,9,17,4.988195621416031
1,9,18,5.074962285985957
1,9,19,4.735494610152134
1,9,20,4.873834274575774
1,9,21,4.808782984055003
1,9,22,4.890889200994733
1,9,23,4.831408732007021
1,9,24,4.978878920275015
1,9,25,5.001920134874195
1,9,26,4.921728807782328
1,9,27,4.8477257916910474
1,9,28,4.972357017554125
1,9,29,4.838810300029256
1,9,30,5.05185195157987
1,9,31,4.891921536863663
1,9,32,4.739487223522527
1,9,33,4.928264724692802
1,9,34,5.146121312609712
1,9,35,4.979550003657109
1,9,36,4.864394038472792
1,9,37,4.734714473961381
1,9,38,5.199449096108836
1,9,39,4.835654802662375
1,9,40,5.408111987858396
1,9,41,4.901796873317728
1,9,42,4.9015571729081335
1,9,43,4.970565610005851
1,9,44,4.802638631948507
1,9,45,5.1642841474546515
1,9,46,4.733649088209479
1,9,47,4.814687430076067
1,9,48,4.771659831772966
1,9,49,4.850231721328261
1,9,50,5.104365545494441
1,9,51,4.764779834698654
1,9,52,5.066086065827969
1,9,53,4.947224204066704
1,9,54,4.850962746781743
1,9,55,4.863326880339378
1,9,56,5.536370137361029
1,9,57,5.165044513458161
1,9,58,5.119732065389115
1,9,59,4.842339685634874
1,9,60,4.8279859078408425
1,9,61,5.029920958308953
1,9,62,4.724356733908718
1,9,63,4.802139032621414
1,9,64,4.865239561293153
1,9,65,4.6427779701579865
1,9,66,4.9184414666471605
1,9,67,5.212676500731421
1,9,68,4.818883830163838
1,9,69,4.660737762873024
1,9,70,4.705785285693387
1,9,71,5.115490591720302
1,9,72,4.753002204212989
1,9,73,5.057152554271504
1,9,74,4.930755278379168
1,9,75,5.195064612053832
1,9,76,4.733813121123463
1,9,77,4.974258457138677
1,9,78,4.712191538765359
1,9,79,5.1450531803686355
1,9,80,4.8206051970450545
1,9,81,5.140537246196606
1,9,82,4.9482163174370974
1,9,83,4.89532302442949
1,9,84,5.051330296811001
1,9,85,4.525967853130486
1,9,86,5.0606514338794595
1,9,87,4.817293143943826
1,9,88,4.993414584991222
1,9,89,4.997450776916325
1,9,90,4.792942080456407
1,9,91,5.159406807782328
1,9,92,5.038062224839087
1,9,93,5.003338346840257
1,9,94,4.768996191047395
1,9,95,4.946768327969572
1,9,96,4.9467427747220585
1,9,97,4.888750265798713
1,9,98,4.686636360590988
1,9,99,5.144258735225278
1,9,100,4.62740676067876
1,10,1,5.15892780719719
1,10,2,4.831538188706845
1,10,3,5.177778062755997
1,10,4,4.8203757296664715
1,10,5,4.879375899356348
1,10,6,4.964014751023989
1,10,7,4.873956504095961
1,10,8,4.816449705090696
1,10,9,4.820408100058514
1,10,10,4.8425546019602095
1,10,11,5.166069350351081
1,10,12,4.920708300468109
1,10,13,4.6335458582504385
1,10,14,4.855169279842012
1,10,15,4.87224301272674
1,10,16,4.856280016237564
1,10,17,5.120934981860737
1,10,18,4.957543606056173
1,10,19,4.748762773405499
1,10,20,4.657183339526038
1,10,21,4.946525315827969
1,10,22,4.977916935781158
1,10,23,4.76698675336454
1,10,24,4.821504604008191
1,10,25,4.825078528964306
1,10,26,5.066047540228203
1,10,27,5.0684952279110584
1,10,28,4.945676199678173
1,10,29,5.099521308660035
1,10,30,5.032738134581626
1,10,31,4.826279819923932
1,10,32,4.903590739321239
1,10,33,4.9253300481275595
1,10,34,5.067253338355763
1,10,35,4.923611516968988
1,10,36,4.698068622440023
1,10,37,4.758632480836746
1,10,38,5.290311250146283
1,10,39,4.997365326360444
1,10,40,5.048151385605617
1,10,41,5.069026006290228
1,10,42,4.991758291252194
1,10,43,5.129112522527793
1,10,44,4.990104205383264
1,10,45,5.0323119890286705
1,10,46,4.675770745904037
1,10,47,4.82176400234055
1,10,48,5.046775715184317
1,10,49,4.823862524283206
1,10,50,5.105627016383849
1,10,51,4.66160930983031
1,10,52,4.981049602837916
1,10,53,4.816065478057343
1,10,54,4.852928736249268
1,10,55,4.99594995626097
1,10,56,5.211651287302515
1,10,57,5.009264069631363
1,10,58,5.109582454505558
1,10,59,4.80839419719134
1,10,60,4.979593117027501
1,10,61,5.140858311146869
1,10,62,4.907268347132825
1,10,63,5.034823685342305
1,10,64,4.9768373276770035
1,10,65,4.588058977764774
1,10,66,4.990074234055002
1,10,67,5.026632544470449
1,10,68,4.777739849473376
1,10,69,4.9054995416910465
1,10,70,4.985983569923931
1,10,71,5.003034883996488
1,10,72,4.774169730690461
1,10,73,5.138497725277939
1,10,74,4.629451228349911
1,10,75,4.979405668373317
1,10,76,4.996440370392042
1,10,77,5.0216256385313045
1,10,78,4.717291089526038
1,10,79,5.094508792715038
1,10,80,5.122049498829724
1,10,81,4.879144555441779
1,10,82,4.779953345377413
1,10,83,4.932191349619661
1,10,84,4.793464513604446
1,10,85,4.751048535839672
