"canonical_direction","fold","train","test","seed"
1,1,0.955009259948462,0.981615410615585,0
3,1,0.950249246403347,0.399322897104787,0
2,1,0.917679846844189,0.583651076355494,0
4,1,0.922502389110002,0.61840028162039,0
5,1,0.908154361366301,-0.0139801678922942,0
1,2,0.959541467876517,0.847991124938692,0
3,2,0.949785902968294,0.48698266337541,0
2,2,0.920095068274664,0.518879844778678,0
4,2,0.919319273467479,0.750762192392736,0
5,2,0.912822669334138,0.354952953725775,0
1,3,0.960400568682467,0.856916535742054,0
3,3,0.954235584738173,0.796826549326545,0
2,3,0.922384667239323,0.779239824915503,0
4,3,0.929075623190875,0.421428280738415,0
5,3,0.908119671277481,0.697557241492861,0
1,4,0.958809283157599,0.920177323487894,0
3,4,0.948700136877257,0.671964981995383,0
2,4,0.921668751899528,0.522257155814189,0
4,4,0.925945108104627,0.783175617570838,0
5,4,0.906702260016191,0.676715793203166,0
1,5,0.959057818589619,0.794388638509248,0
3,5,0.952721554966841,0.235305743457438,0
2,5,0.919829865837176,0.88198857368947,0
4,5,0.927655956029882,0.641826052707341,0
5,5,0.905932016833465,0.308935838018671,0
1,6,0.963646504108343,0.510404987096924,0
3,6,0.942667220904582,0.71412678713235,0
2,6,0.927049255215604,0.588360026273698,0
4,6,0.929543826563981,0.472834805225065,0
5,6,0.917480381297406,0.308469279048777,0
1,7,0.96065174419005,0.753691212023918,0
3,7,0.94752400718441,0.461810043563605,0
2,7,0.923009782244912,0.715618211968615,0
4,7,0.922995648534479,0.593277419020237,0
5,7,0.920411148067346,0.548025324159907,0
1,8,0.959694505837182,0.822051758507802,0
3,8,0.954400186416919,0.497116536653189,0
2,8,0.914157746526461,0.676317395551837,0
4,8,0.927653996050769,0.514274079451752,0
5,8,0.910924445226662,0.0783453993967413,0
1,9,0.958139501896526,0.826622382267675,0
3,9,0.947350659841867,0.9010974443224,0
2,9,0.920965297814888,0.711454477995522,0
4,9,0.920355738472288,0.489161895700766,0
5,9,0.909435787638363,0.583493389024107,0
1,10,0.956887224816348,0.968259146771414,0
3,10,0.950813660795731,0.343958929712289,0
2,10,0.921808928788714,0.497976884452747,0
4,10,0.920598925362905,0.889062713895679,0
5,10,0.907189306861618,0.634275175377588,0
1,11,0.957375002362737,0.918773320156796,0
3,11,0.951238564969504,0.508007489060923,0
2,11,0.924215479551941,0.809226964096148,0
4,11,0.928460242774389,0.420588547288212,0
5,11,0.899154252825665,0.442432492455408,0
1,12,0.956864614088015,0.928909829794589,0
3,12,0.947502296834534,0.82237108892415,0
2,12,0.921154908578021,0.785123834810092,0
4,12,0.927399651983847,0.54040982477606,0
